"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-12-02",1,1.503,0.5159,0.39258,0.24671,TRUE,TRUE
"trailer",3,"2024-12-03",2,1.503,0.7129,0.39258,0.24671,TRUE,TRUE
"trailer",4,"2024-12-04",5,1.503,0.9394,0.39258,0.24671,FALSE,TRUE
"trailer",5,"2024-12-05",3,1.503,0.8299,0.39258,0.24671,FALSE,TRUE
"trailer",6,"2024-12-06",2,1.503,0.7129,0.39258,0.24671,TRUE,TRUE
"trailer",7,"2024-12-07",2,2.525,0.5585,0.27437,0.20886,TRUE,TRUE
"trailer",10,"2024-12-10",1,1.503,0.5159,0.39258,0.24671,TRUE,TRUE
"trailer",11,"2024-12-11",0,1.503,0.1963,0.39258,0.24671,FALSE,TRUE
"trailer",12,"2024-12-12",1,1.503,0.5159,0.39258,0.24671,TRUE,TRUE
"trailer",13,"2024-12-13",0,1.503,0.1963,0.39258,0.24671,FALSE,TRUE
"trailer",14,"2024-12-14",0,2.525,0.1372,0.27437,0.20886,FALSE,TRUE
"trailer",15,"2024-12-15",2,2.525,0.5585,0.27437,0.20886,TRUE,TRUE
"trailer",18,"2024-12-18",4,1.503,0.8988,0.39258,0.24671,FALSE,TRUE
"trailer",20,"2024-12-20",1,1.503,0.5159,0.39258,0.24671,TRUE,TRUE
"trailer",21,"2024-12-21",1,2.525,0.3788,0.27437,0.20886,TRUE,TRUE
"trailer",22,"2024-12-22",1,2.525,0.3788,0.27437,0.20886,TRUE,TRUE
"trailer",23,"2024-12-23",2,1.503,0.7129,0.39258,0.24671,TRUE,TRUE
"trailer",24,"2024-12-24",1,1.503,0.5159,0.39258,0.24671,TRUE,TRUE
"trailer",26,"2024-12-26",0,1.503,0.1963,0.39258,0.24671,FALSE,TRUE
"trailer",27,"2024-12-27",2,1.503,0.7129,0.39258,0.24671,TRUE,TRUE
"trailer",28,"2024-12-28",5,2.525,0.8425,0.27437,0.20886,FALSE,TRUE
"trailer",31,"2024-12-31",2,4.193,0.4151,0.18859,0.16113,TRUE,TRUE
"trailer",32,"2025-01-01",3,3.248,0.6158,0.23398,0.18676,TRUE,TRUE
"trailer",33,"2025-01-02",0,1.164,0.2289,0.45775,0.25459,FALSE,TRUE
"trailer",34,"2025-01-03",0,1.164,0.2289,0.45775,0.25459,FALSE,TRUE
"trailer",35,"2025-01-04",0,1.958,0.1658,0.33166,0.23026,FALSE,TRUE
"trailer",38,"2025-01-07",0,1.164,0.2289,0.45775,0.25459,FALSE,TRUE
"trailer",39,"2025-01-08",4,1.164,0.9371,0.45775,0.25459,FALSE,TRUE
"trailer",40,"2025-01-09",1,1.164,0.585,0.45775,0.25459,TRUE,TRUE
"trailer",41,"2025-01-10",1,1.164,0.585,0.45775,0.25459,TRUE,TRUE
"trailer",42,"2025-01-11",1,1.958,0.4468,0.33166,0.23026,TRUE,TRUE
"trailer",45,"2025-01-14",5,1.164,0.9659,0.45775,0.25459,FALSE,TRUE
"trailer",47,"2025-01-16",0,1.164,0.2289,0.45775,0.25459,FALSE,TRUE
"trailer",48,"2025-01-17",3,1.164,0.8829,0.45775,0.25459,FALSE,TRUE
"trailer",49,"2025-01-18",4,1.958,0.8445,0.33166,0.23026,FALSE,TRUE
"trailer",52,"2025-01-21",1,1.164,0.585,0.45775,0.25459,TRUE,TRUE
"trailer",53,"2025-01-22",1,1.164,0.585,0.45775,0.25459,TRUE,TRUE
"trailer",54,"2025-01-23",0,1.164,0.2289,0.45775,0.25459,FALSE,TRUE
"trailer",55,"2025-01-24",1,1.164,0.585,0.45775,0.25459,TRUE,TRUE
"trailer",56,"2025-01-25",1,1.958,0.4468,0.33166,0.23026,TRUE,TRUE
"trailer",60,"2025-01-29",3,1.164,0.8829,0.45775,0.25459,FALSE,TRUE
"trailer",61,"2025-01-30",0,1.164,0.2289,0.45775,0.25459,FALSE,TRUE
"trailer",62,"2025-01-31",0,1.164,0.2289,0.45775,0.25459,FALSE,TRUE
"trailer",63,"2025-02-01",0,0.924,0.2623,0.52456,0.24983,TRUE,TRUE
"trailer",67,"2025-02-05",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",68,"2025-02-06",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",69,"2025-02-07",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",70,"2025-02-08",2,1.532,0.7177,0.40651,0.24134,TRUE,TRUE
"trailer",73,"2025-02-11",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",74,"2025-02-12",1,0.551,0.7621,0.64872,0.22682,FALSE,TRUE
"trailer",76,"2025-02-14",1,0.551,0.7621,0.64872,0.22682,FALSE,TRUE
"trailer",77,"2025-02-15",2,0.924,0.8326,0.52456,0.24983,FALSE,TRUE
"trailer",81,"2025-02-19",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",82,"2025-02-20",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",83,"2025-02-21",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",84,"2025-02-22",1,0.924,0.6495,0.52456,0.24983,TRUE,TRUE
"trailer",87,"2025-02-25",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",88,"2025-02-26",2,0.551,0.9149,0.64872,0.22682,FALSE,TRUE
"trailer",89,"2025-02-27",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",90,"2025-02-28",0,0.551,0.3244,0.64872,0.22682,TRUE,TRUE
"trailer",91,"2025-03-01",2,1.731,0.6709,0.35578,0.23909,TRUE,TRUE
"trailer",94,"2025-03-04",0,1.032,0.2425,0.48509,0.25707,FALSE,TRUE
"trailer",95,"2025-03-05",0,1.032,0.2425,0.48509,0.25707,FALSE,TRUE
"trailer",96,"2025-03-06",1,1.032,0.6136,0.48509,0.25707,TRUE,TRUE
"trailer",98,"2025-03-08",0,1.731,0.1779,0.35578,0.23909,FALSE,TRUE
"trailer",101,"2025-03-11",2,1.032,0.8068,0.48509,0.25707,FALSE,TRUE
"trailer",102,"2025-03-12",1,1.032,0.6136,0.48509,0.25707,TRUE,TRUE
"trailer",104,"2025-03-14",1,1.032,0.6136,0.48509,0.25707,TRUE,TRUE
"trailer",105,"2025-03-15",0,1.731,0.1779,0.35578,0.23909,FALSE,TRUE
"trailer",108,"2025-03-18",2,1.032,0.8068,0.48509,0.25707,FALSE,TRUE
"trailer",109,"2025-03-19",0,1.032,0.2425,0.48509,0.25707,FALSE,TRUE
"trailer",109,"2025-03-19",0,1.032,0.2425,0.48509,0.25707,FALSE,TRUE
"trailer",110,"2025-03-20",0,1.032,0.2425,0.48509,0.25707,FALSE,TRUE
"trailer",111,"2025-03-21",0,1.032,0.2425,0.48509,0.25707,FALSE,TRUE
"trailer",112,"2025-03-22",1,1.731,0.4753,0.35578,0.23909,TRUE,TRUE
"trailer",112,"2025-03-22",6,1.731,0.9493,0.35578,0.23909,FALSE,TRUE
"trailer",113,"2025-03-23",0,1.731,0.1779,0.35578,0.23909,FALSE,TRUE
"trailer",115,"2025-03-25",8,1.032,0.9967,0.48509,0.25707,FALSE,FALSE
"trailer",117,"2025-03-27",0,1.032,0.2425,0.48509,0.25707,FALSE,TRUE
"trailer",118,"2025-03-28",0,1.032,0.2425,0.48509,0.25707,FALSE,TRUE
"trailer",122,"2025-04-01",1,3.437,0.2971,0.20891,0.17648,TRUE,TRUE
"trailer",123,"2025-04-02",1,3.437,0.2971,0.20891,0.17648,TRUE,TRUE
"trailer",124,"2025-04-03",6,3.437,0.8119,0.20891,0.17648,FALSE,TRUE
"trailer",125,"2025-04-04",13,3.437,0.9707,0.20891,0.17648,FALSE,TRUE
"trailer",125,"2025-04-04",9,3.437,0.9157,0.20891,0.17648,FALSE,TRUE
"trailer",126,"2025-04-05",16,5.784,0.9322,0.1322,0.12374,FALSE,TRUE
"trailer",131,"2025-04-10",0,3.437,0.1045,0.20891,0.17648,FALSE,TRUE
"trailer",132,"2025-04-11",2,3.437,0.4558,0.20891,0.17648,TRUE,TRUE
"trailer",136,"2025-04-15",2,3.437,0.4558,0.20891,0.17648,TRUE,TRUE
"trailer",140,"2025-04-19",2,5.784,0.3108,0.1322,0.12374,TRUE,TRUE
"trailer",144,"2025-04-23",10,3.437,0.9354,0.20891,0.17648,FALSE,TRUE
"trailer",145,"2025-04-24",3,3.437,0.5813,0.20891,0.17648,TRUE,TRUE
"trailer",145,"2025-04-24",3,3.437,0.5813,0.20891,0.17648,TRUE,TRUE
"trailer",146,"2025-04-25",7,3.437,0.8561,0.20891,0.17648,FALSE,TRUE
"trailer",150,"2025-04-29",2,3.437,0.4558,0.20891,0.17648,TRUE,TRUE
"trailer",150,"2025-04-29",3,3.437,0.5813,0.20891,0.17648,TRUE,TRUE
"trailer",151,"2025-04-30",7,3.437,0.8561,0.20891,0.17648,FALSE,TRUE
"trailer",152,"2025-05-01",56,7.303,0.9993,0.10424,0.1015,FALSE,FALSE
"trailer",152,"2025-05-01",56,7.303,0.9993,0.10424,0.1015,FALSE,FALSE
"trailer",153,"2025-05-02",3,7.303,0.3417,0.10424,0.1015,TRUE,TRUE
"trailer",153,"2025-05-02",2,7.303,0.2526,0.10424,0.1015,TRUE,TRUE
"trailer",154,"2025-05-03",4,12.309,0.2766,0.06258,0.06403,TRUE,TRUE
"trailer",155,"2025-05-04",7,12.309,0.4297,0.06258,0.06403,TRUE,TRUE
