"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.590909090909091,0.977272727272727,0.485385013697297,0.2452434672184,44,44
"osp",0.5,1,0.567791863936819,0.283611179689215,18,18
"catch",0.470588235294118,1,0.532575627231685,0.284204368788378,17,17
