"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.523076923076923,0.984615384615385,0.482753859295714,0.266175792521335,195,195
"osp",0.5,0.984615384615385,0.5200612612973,0.284231158598645,130,130
"catch",0.580152671755725,0.946564885496183,0.509795646869189,0.273709867040911,131,131
