"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",1,"2024-12-01",76,68.621,0.6472,1e-05,3e-05,TRUE,TRUE
"gear",3,"2024-12-03",27,24.438,0.6411,0.00031,0.0011,TRUE,TRUE
"gear",4,"2024-12-04",30,24.438,0.7159,0.00031,0.0011,TRUE,TRUE
"gear",5,"2024-12-05",20,24.438,0.4233,0.00031,0.0011,TRUE,TRUE
"gear",6,"2024-12-06",25,24.438,0.5844,0.00031,0.0011,TRUE,TRUE
"gear",7,"2024-12-07",31,68.621,0.1136,1e-05,3e-05,FALSE,TRUE
"gear",10,"2024-12-10",23,24.438,0.5229,0.00031,0.0011,TRUE,TRUE
"gear",11,"2024-12-11",20,24.438,0.4233,0.00031,0.0011,TRUE,TRUE
"gear",12,"2024-12-12",39,24.438,0.8701,0.00031,0.0011,FALSE,TRUE
"gear",13,"2024-12-13",22,24.438,0.4905,0.00031,0.0011,TRUE,TRUE
"gear",14,"2024-12-14",37,68.621,0.1761,1e-05,3e-05,FALSE,TRUE
"gear",15,"2024-12-15",33,68.621,0.1332,1e-05,3e-05,FALSE,TRUE
"gear",18,"2024-12-18",32,24.438,0.7589,0.00031,0.0011,FALSE,TRUE
"gear",20,"2024-12-20",22,24.438,0.4905,0.00031,0.0011,TRUE,TRUE
"gear",21,"2024-12-21",20,68.621,0.0338,1e-05,3e-05,FALSE,TRUE
"gear",22,"2024-12-22",19,68.621,0.0291,1e-05,3e-05,FALSE,TRUE
"gear",23,"2024-12-23",29,24.438,0.6923,0.00031,0.0011,TRUE,TRUE
"gear",24,"2024-12-24",31,24.438,0.7381,0.00031,0.0011,TRUE,TRUE
"gear",26,"2024-12-26",33,24.438,0.7784,0.00031,0.0011,FALSE,TRUE
"gear",27,"2024-12-27",50,24.438,0.9556,0.00031,0.0011,FALSE,TRUE
"gear",28,"2024-12-28",58,68.621,0.4406,1e-05,3e-05,TRUE,TRUE
"gear",31,"2024-12-31",96,74.275,0.7574,1e-05,2e-05,FALSE,TRUE
"gear",32,"2025-01-01",55,78.056,0.3305,0,2e-05,TRUE,TRUE
