"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.518309195915829,0.267324752833194,52,52
"catch",0.42902711323764,0.985645933014354,0.506890159520223,0.294788716063706,627,627
