"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"catch",1,2,"2024-12-02",6,-2.6973,0.0876,0.037,-2.705
"catch",2,3,"2024-12-03",11,-3.2931,0.101,0.008,-3.3033
"catch",3,3,"2024-12-03",18,-3.7226,0.0989,0.04,-3.7324
"catch",4,3,"2024-12-03",12,-3.3363,0.0958,0.041,-3.3455
"catch",5,3,"2024-12-03",30,-4.9645,0.3307,0.203,-5.0744
"catch",6,4,"2024-12-04",18,-3.7226,0.0989,0.04,-3.7324
"catch",7,4,"2024-12-04",24,-3.9345,0.0894,-0.037,-3.9425
"catch",8,4,"2024-12-04",18,-3.7226,0.0989,0.04,-3.7324
"catch",9,4,"2024-12-04",12,-3.3363,0.0958,0.041,-3.3455
"catch",10,4,"2024-12-04",6,-2.6973,0.0876,0.037,-2.705
"catch",11,4,"2024-12-04",18,-3.6685,0.0896,-0.019,-3.6765
"catch",12,4,"2024-12-04",18,-3.6685,0.0896,-0.019,-3.6765
"catch",13,5,"2024-12-05",18,-3.7226,0.0989,0.04,-3.7324
"catch",14,5,"2024-12-05",12,-3.3363,0.0958,0.041,-3.3455
"catch",15,6,"2024-12-06",11,-3.2891,0.0976,-0.052,-3.2987
"catch",16,6,"2024-12-06",18,-3.7194,0.0958,-0.026,-3.7286
"catch",17,6,"2024-12-06",18,-4.2543,0.2616,0.028,-4.323
"catch",18,6,"2024-12-06",24,-3.9591,0.1002,0.001,-3.9691
"catch",19,7,"2024-12-07",24,-4.0708,0.1376,0.009,-4.0898
"catch",20,10,"2024-12-10",1,-2.6343,0.2286,-0.016,-2.6866
"catch",21,11,"2024-12-11",12,-3.3929,0.1222,0.096,-3.4078
"catch",22,12,"2024-12-12",24,-3.9345,0.0894,-0.037,-3.9425
"catch",23,12,"2024-12-12",18,-4.2402,0.257,0.136,-4.3065
"catch",24,13,"2024-12-13",9,-3.0144,0.0857,0.008,-3.0217
"catch",25,18,"2024-12-18",0,-3.9064,0.4806,0.143,-4.1375
"catch",26,18,"2024-12-18",18,-3.7226,0.0989,0.04,-3.7324
"catch",27,18,"2024-12-18",12,-3.3363,0.0958,0.041,-3.3455
"catch",28,20,"2024-12-20",24,-4.0708,0.1376,0.009,-4.0898
"catch",29,21,"2024-12-21",24,-4.0708,0.1376,0.009,-4.0898
"catch",30,22,"2024-12-22",5,-2.6123,0.0951,-0.08,-2.6214
"catch",31,27,"2024-12-27",12,-3.3332,0.0927,-0.028,-3.3418
"catch",32,28,"2024-12-28",18,-3.6672,0.0881,-0.025,-3.6749
"catch",33,28,"2024-12-28",24,-5.159,0.4237,0.133,-5.3398
