"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",35341,44512,40440,49805
"Dungeness_Kept","Expected_Catch",71153,83590,70730,102908
"Dungeness_Kept","Predictive_Catch",NA,83583,70781,102939
