"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.10585228071483,1.21058953590525,3.09461716571497,5.09787176691753,4794,1.0001
"mu_mu_C[1]",-0.143812349284832,-2.35350865823553,-0.0783226428510312,1.79771972325043,4822,1.0011
"sigma_eps_E",0.586626913187971,0.501589793799306,0.585197871638216,0.680804992255192,2584,1.0012
"sigma_eps_C",0.24394912362398,0.144535125335383,0.239338063504398,0.372008232071274,1870,1.0015
"phi_E",0.484318764550496,0.280933708037692,0.488539110425583,0.656827900359576,1110,1.003
"phi_C",0.818711346870352,0.605862367246228,0.833835282013961,0.944035746231714,1711,1.0016
"sigma_r_E",0.235564592558109,0.196083370874552,0.234935125702555,0.278623555305217,4759,1.0002
"sigma_r_C",1.02972513125469,0.963746832234761,1.02910731678037,1.09762768456367,12404,0.9998
"r_E",18.459328693946,12.8814378374013,18.1177428809732,26.0086896434372,4927,1.0002
"r_C",0.946308236284465,0.830022557491644,0.944231898875534,1.07664883117673,12296,0.9998
"sigma_mu_E",1.08808470174397,0.0374379603025668,0.689304675326002,4.92127811389033,2112,1.0007
"sigma_mu_C",1.17814194098946,0.0253977313471131,0.71297333981926,5.48096485075957,6534,1.0013
"sigma_IE",1.05742359861963,0.64798066960047,1.02470491867614,1.65278760121974,10757,0.9997
"R_G",1.2790358418404,1.24236188971134,1.27918438610077,1.31533364558059,18110,0.9998
"R_G_boat",4.5471073632078,1.52249347240571,4.01777905375751,10.5356732597101,11776,1.0001
"B1",0.508671889359538,0.278433545135555,0.507965113737142,0.738513098095307,1933,1.0042
"B2",0.515864521777756,-0.0900518481649999,0.521860925852401,1.09667927477583,4171,1.0013
"B1_C",-0.326676168774961,-0.497109184054961,-0.327105469415946,-0.151103546127655,9240,1.0001
