"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_mu_E",0.743037338156257,0.997256165054203,0.568669950450791,0.0085099670465886,0.0163426299204677
"phi_C",-0.159865647473491,-0.0087235612169092,0.352583074869333,0.0085099670465886,0.0163426299204677
"phi_E",0.707828343148126,0.741827551040683,0.347007199798922,0.0085099670465886,0.0163426299204677
"sigma_mu_C",0.780975339529393,0.767978713646494,0.331092373768704,0.0085099670465886,0.0163426299204677
"sigma_eps_E",0.984950323830536,0.854543319183994,-0.246251176803845,0.0085099670465886,0.0163426299204677
"sigma_eps_C",0.400384108019988,0.402379965552531,0.135690994353059,0.0085099670465886,0.0163426299204677
"R_G_boat",3.55135554941653,3.56025246036164,0.107751860830812,0.0085099670465886,0.0163426299204677
"sigma_IE",0.138485062518243,0.161921738548028,-0.0938125163390905,0.0085099670465886,0.0163426299204677
"R_G",1.22896469384311,1.25535291268257,0.0871669189207006,0.0085099670465886,0.0163426299204677
"sigma_r_C",0.770328075858737,0.776116978520975,0.0537377152653142,0.0085099670465886,0.0163426299204677
"r_C",1.68518873495392,1.66014884361432,-0.0420592433047536,0.0085099670465886,0.0163426299204677
"r_E",1.16309203030382,1.16149424227128,-0.0354789261179111,0.0085099670465886,0.0163426299204677
"sigma_r_E",0.927241711823638,0.927879568392972,0.0152954326423515,0.0085099670465886,0.0163426299204677
