"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,1.00290506273679,0.802846595459441
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,2.1933128033846,1.04847802255707
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,11,0,TRUE,1.11046490449195,0.929300001627461
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,13,0,TRUE,1.07892990933733,0.880149046749806
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,10,0,TRUE,1.15859004392766,0.956719407595124
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,11,1,TRUE,1.11854551107764,0.937589283169188
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,4,0,TRUE,1.08518543869649,1.12246219535069
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,2.34762665673125,1.2687425023152
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,2.3771834664799,1.2943954442306
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,9,0,TRUE,1.16138744361713,1.1112578514037
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,6,0,TRUE,1.14803250746118,1.00359530963387
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,1.05086913356839,0.902237215678595
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,11,0,TRUE,1.16000650290029,0.925389859131591
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,6,0,TRUE,1.07957889399108,0.992483132969072
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,6,0,TRUE,1.10733044745153,1.18402316190567
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,2.30509163002485,1.31280642524364
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,2.36586052940096,1.2689437186501
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,6,0,TRUE,1.0968563893079,1.07233066511608
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,2.17715446866565,1.19896348663158
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,8,0,TRUE,1.16452222738843,1.03521758248162
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,6,0,TRUE,1.16954898616661,1.07209408725526
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,5,0,TRUE,1.15667018699083,1.13596460226577
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,9,0,TRUE,1.11030732777694,1.04891701022929
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,6,0,TRUE,1.10843346441494,1.06413038571125
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,2.20462824071488,1.17072040009406
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,5,0,TRUE,1.08929049200295,1.01497700085398
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,19,0,TRUE,1.04999370837441,0.860868368364893
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,12,0,TRUE,1.02726095286719,1.00667351554806
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,2.25683406007858,1.18538462222428
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,2.34196633848634,1.16565023135553
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,38,0,TRUE,1.42494935650517,0.968684254530063
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,15,0,TRUE,1.4161759901901,1.0112048144507
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,10,0,TRUE,1.08564159695408,1.00142316916606
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,10,0,TRUE,1.03518806415967,0.967775543108288
35,"2025-01-04","2025-01-04",1,1,1,1,1,1,8,0,TRUE,1.07237806431107,1.10459768471959
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,2.29047734792284,1.28884014179917
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,2.32442048899437,1.37084263024717
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,1.19520813221637,1.28957361663011
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,1.08971065210456,1.13823264295351
40,"2025-01-09","2025-01-09",1,1,1,1,1,1,4,0,TRUE,1.08890557898535,1.06912648134337
41,"2025-01-10","2025-01-10",1,1,1,1,1,1,12,0,TRUE,1.14187951691216,0.959431671821094
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,57,0,TRUE,0.976391242990679,0.787328991406992
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,2.39591572526518,1.13147645568616
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,2.33345563072681,1.17047656901308
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,15,0,TRUE,1.0515123702296,0.981664594345796
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,2.17219159424052,1.15501092281371
47,"2025-01-16","2025-01-16",1,1,1,1,1,1,3,0,TRUE,1.22056521053196,1.10496354779913
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,11,0,TRUE,1.0678293920078,1.00556453224168
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,17,0,TRUE,1.02219357468837,0.966842971073707
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,2.35777373598269,1.24421494943217
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,2.37812986553911,1.31557346545061
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,2,0,TRUE,1.25135351711263,1.3020026001247
53,"2025-01-22","2025-01-22",1,1,1,1,1,1,7,1,TRUE,1.27641850903966,1.18578220922042
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,6,0,TRUE,1.20024496079738,1.23497308362334
55,"2025-01-24","2025-01-24",1,1,0,1,0,1,0,0,TRUE,1.31127437573838,1.21907853940884
56,"2025-01-25","2025-01-25",1,1,1,1,1,1,16,0,TRUE,1.01326569771304,1.05806904503435
57,"2025-01-26","2025-01-26",1,0,0,0,0,0,0,0,FALSE,2.36421687033685,1.28895185443533
58,"2025-01-27","2025-01-27",1,0,0,0,0,0,0,0,FALSE,2.51414957827968,1.38224321236023
59,"2025-01-28","2025-01-28",1,0,0,0,0,0,0,0,FALSE,2.39050554250281,1.33091747749391
60,"2025-01-29","2025-01-29",1,1,1,1,1,1,10,0,TRUE,1.10124633658202,1.10565085764583
61,"2025-01-30","2025-01-30",1,1,1,1,1,1,9,0,TRUE,1.12027476204491,1.07121550152914
62,"2025-01-31","2025-01-31",1,1,1,1,1,1,3,0,TRUE,1.2361026880367,1.19488785891775
63,"2025-02-01","2025-02-01",1,1,1,1,1,1,4,0,TRUE,1.04969210577558,1.29797680709741
64,"2025-02-02","2025-02-02",1,0,0,0,0,0,0,0,FALSE,2.36494214655764,1.44347403737651
65,"2025-02-03","2025-02-03",1,0,0,0,0,0,0,0,FALSE,2.59689507623299,1.52066529539026
66,"2025-02-04","2025-02-04",1,0,0,0,0,0,0,0,FALSE,2.52830106711699,1.52170559692997
67,"2025-02-05","2025-02-05",1,1,1,1,1,1,1,0,TRUE,1.65347299343813,1.44743695057745
68,"2025-02-06","2025-02-06",1,1,1,1,1,1,3,0,TRUE,1.51543736097419,1.35502658371071
69,"2025-02-07","2025-02-07",1,1,1,1,1,1,4,0,TRUE,1.27853975380735,1.22222096521848
70,"2025-02-08","2025-02-08",1,1,1,1,1,1,21,0,TRUE,1.41576336737022,1.11439776574356
71,"2025-02-09","2025-02-09",1,0,0,0,0,0,0,0,FALSE,2.37516655510649,1.31294242053221
72,"2025-02-10","2025-02-10",1,0,0,0,0,0,0,0,FALSE,2.38195437663511,1.34431991027272
73,"2025-02-11","2025-02-11",1,1,1,1,1,1,8,0,TRUE,1.19867108109664,1.2254874474346
74,"2025-02-12","2025-02-12",1,1,1,1,1,1,3,0,TRUE,1.29822438761949,1.29709076740866
75,"2025-02-13","2025-02-13",1,0,0,0,0,0,0,0,FALSE,2.21133953145065,1.3848194751536
76,"2025-02-14","2025-02-14",1,1,1,1,1,1,5,0,TRUE,1.15294300517676,1.31301164397682
77,"2025-02-15","2025-02-15",1,1,1,1,1,1,6,0,TRUE,1.01315634339057,1.29610142835532
78,"2025-02-16","2025-02-16",1,0,0,0,0,0,0,0,FALSE,2.40956918303473,1.43189276534312
79,"2025-02-17","2025-02-17",1,0,0,0,0,0,0,0,FALSE,2.51371129552934,1.50901177864426
80,"2025-02-18","2025-02-18",1,0,0,0,0,0,0,0,FALSE,2.39088108102288,1.50503735564636
81,"2025-02-19","2025-02-19",1,1,1,1,1,1,2,0,TRUE,1.26958227839056,1.38955732759349
82,"2025-02-20","2025-02-20",1,1,1,1,1,1,7,0,TRUE,1.0912413666466,1.23962672856127
83,"2025-02-21","2025-02-21",1,1,1,1,1,1,4,0,TRUE,1.18623787897073,1.25149196807249
84,"2025-02-22","2025-02-22",1,1,1,1,1,1,5,0,TRUE,1.12299377720854,1.25985918333897
85,"2025-02-23","2025-02-23",1,0,0,0,0,0,0,0,FALSE,2.33372316439313,1.3851467295544
86,"2025-02-24","2025-02-24",1,0,0,0,0,0,0,0,FALSE,2.34250276432479,1.34863937764575
87,"2025-02-25","2025-02-25",1,1,1,1,1,1,2,0,TRUE,1.31601012471803,1.22820644187057
88,"2025-02-26","2025-02-26",1,1,1,1,1,1,13,0,TRUE,1.08404722419453,0.989698444267953
89,"2025-02-27","2025-02-27",1,1,1,1,1,1,6,0,TRUE,1.08195351112595,0.982834873100257
90,"2025-02-28","2025-02-28",1,1,1,1,1,1,38,1,TRUE,1.2208782139284,0.776157906963086
91,"2025-03-01","2025-03-01",1,1,1,1,1,1,22,0,TRUE,0.958906681023073,0.946775761063282
92,"2025-03-02","2025-03-02",1,0,0,0,0,0,0,0,FALSE,2.33540226481223,1.22986206149724
93,"2025-03-03","2025-03-03",1,0,0,0,0,0,0,0,FALSE,2.36444041027829,1.33097815593565
94,"2025-03-04","2025-03-04",1,1,1,1,1,3,1,0,TRUE,1.10668314130475,1.35539241272331
95,"2025-03-05","2025-03-05",1,1,1,1,1,3,2,0,TRUE,1.19935519935213,1.34061595689281
96,"2025-03-06","2025-03-06",1,1,1,1,1,3,5,0,TRUE,0.780516816727969,1.2473111171137
97,"2025-03-07","2025-03-07",1,1,1,1,1,3,3,0,TRUE,0.906559618131448,1.15813010454815
98,"2025-03-08","2025-03-08",1,1,1,1,1,3,15,0,TRUE,0.711056433808994,1.03178060895073
99,"2025-03-09","2025-03-09",1,0,0,0,0,0,0,0,FALSE,2.31973629712141,1.23399186633874
100,"2025-03-10","2025-03-10",1,0,0,0,0,0,0,0,FALSE,2.29393193183759,1.26001405757074
101,"2025-03-11","2025-03-11",1,1,1,1,1,3,8,0,TRUE,0.854357677279235,1.11990851882319
102,"2025-03-12","2025-03-12",1,1,1,1,1,3,3,0,TRUE,0.817477755313715,1.21042542741572
103,"2025-03-13","2025-03-13",1,0,0,0,0,0,0,0,FALSE,2.16273122487566,1.29673907496202
104,"2025-03-14","2025-03-14",1,1,1,1,1,3,3,0,TRUE,0.810535321094942,1.17982681171394
105,"2025-03-15","2025-03-15",1,1,1,1,1,3,16,0,TRUE,0.820562569277698,1.03035044891792
106,"2025-03-16","2025-03-16",1,0,0,0,0,0,0,0,FALSE,2.34983431401303,1.26898716667704
107,"2025-03-17","2025-03-17",1,0,0,0,0,0,0,0,FALSE,2.29699735798871,1.30221062742332
108,"2025-03-18","2025-03-18",1,1,1,1,1,3,8,0,TRUE,0.830959626418705,1.15729767660766
109,"2025-03-19","2025-03-19",1,1,1,1,1,3,5,0,TRUE,0.849240080754677,1.23459764630531
110,"2025-03-20","2025-03-20",1,1,1,1,1,3,2,0,TRUE,1.12787696294366,1.22385104230423
111,"2025-03-21","2025-03-21",1,1,1,1,1,3,5,0,TRUE,0.876702383997787,1.17475715286307
112,"2025-03-22","2025-03-22",1,1,1,1,1,3,7,0,TRUE,0.717242227456961,1.15079841383755
113,"2025-03-23","2025-03-23",1,0,0,0,0,0,0,0,FALSE,2.31273543575049,1.25665956460379
114,"2025-03-24","2025-03-24",1,0,0,0,0,0,0,0,FALSE,2.28639288038455,1.27857463107377
115,"2025-03-25","2025-03-25",1,1,1,1,1,3,9,0,TRUE,0.767724146593972,1.1142416584124
116,"2025-03-26","2025-03-26",1,0,0,0,0,0,0,0,FALSE,2.11661561824442,1.19770251736017
117,"2025-03-27","2025-03-27",1,1,1,1,1,3,8,0,TRUE,0.843957658724217,1.09065146933558
