"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.755627009646302,0.980707395498392,0.499871382636656,0.223518675558813,311,311
"catch",0.733778047301395,0.989084293511219,0.498928138265616,0.277224976721206,1649,1649
