"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.717948717948718,0.984615384615385,0.423544871794872,0.242954967454216,195,195
"catch",0.587786259541985,0.984732824427481,0.51094465648855,0.275903720125191,131,131
