"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.596153846153846,0.980769230769231,0.517355769230769,0.260291792081285,52,52
"catch",0.58213716108453,0.992025518341308,0.508104066985646,0.295496374704437,627,627
