"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1337.14616702239,15.2532474175471,29.7433021952306,1,-1307.4
"catch",1649,-3169.95679885144,46.7673962824119,25.0208025254838,0,-3144.94
