"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.559485530546624,0.954983922829582,0.506210925237887,0.269158287269027,311,311
"catch",0.440873256519102,0.98483929654336,0.498236869022203,0.279528533688685,1649,1649
