"parameter","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B1",0.99922058120726,0.000540320644369505,0.0650371044540516,0.873408046145884,0.954461793283441,0.998763295491186,1.04320805212788,1.12843129380598,14488.3614736823,0.999742346815138
"B2",0.0754734425777034,0.00164521621934245,0.179339658043222,-0.266870769711549,-0.0469695440853483,0.0744664221948925,0.19610600458283,0.432465193981387,11882.4695479751,0.999862631661585
"B1_C",-0.413773115542197,0.000676834748566812,0.076125028204201,-0.562074946786669,-0.46596659302416,-0.413522180285212,-0.362424832940407,-0.264037928367967,12649.9741690741,0.999886760239297
"B2_C",-0.0866391332055175,0.00195985607579582,0.177165872462947,-0.437830556256233,-0.205640307603278,-0.0866696335822566,0.0345898965679451,0.260370805286532,8171.68797447587,0.999815610405007
"gamma_C",-0.0123982027902231,0.00786424708463591,0.99972306239433,-1.96417854292576,-0.697395098169052,-0.0228104765405184,0.659003128221989,1.95997469874622,16160.1401051801,0.999683788585512
"sigma_eps_E",0.327485421359051,0.00131127606817656,0.0653868002564889,0.211856541563862,0.282287450900884,0.322422260722144,0.367493344302973,0.472005052999584,2486.51967894644,1.00135426088884
"Lcorr_E[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"sigma_r_E",0.43188547769394,0.00021840300287179,0.0227522131313041,0.389306333947811,0.416245927300254,0.431028590334864,0.446800693153164,0.478149132148509,10852.5072357652,1.00029367360016
"phi_E_scaled",0.819822315654266,0.00149432604782757,0.0766300018639435,0.648374973165198,0.772262015249814,0.825684285485018,0.875485096953793,0.950037591443595,2629.70443432393,1.0012195114946
"eps_E[1,1]",-0.562886038066487,0.00689308926044334,0.679795095956643,-1.88860694955827,-1.00692963062474,-0.561904596350867,-0.124872825297462,0.792529086108087,9725.86528709901,1.0006199159922
"eps_E[2,1]",-0.440429538149936,0.0054811731732021,0.589601069566402,-1.61242579635991,-0.832260480244611,-0.443960838920618,-0.0539072498643636,0.73794057693687,11570.9622957493,1.00029820265972
"eps_E[3,1]",-0.523321863012408,0.00717305013581195,0.665451514630789,-1.80772306925275,-0.967909431728923,-0.534113247449546,-0.092217761493459,0.824593307968653,8606.47086939609,1.00081459920869
"eps_E[4,1]",0.769281936185792,0.00616789662148684,0.620196718254739,-0.430065423175083,0.351675449716442,0.765467798477699,1.16454835313707,2.03045656408361,10110.782211705,1.00022104506121
"eps_E[5,1]",0.112626083700698,0.00737128657213208,0.775644303746193,-1.39617399383736,-0.41508208350618,0.110056812932631,0.639927747129215,1.62314247737934,11072.3198732143,0.999975198472078
"eps_E[6,1]",-0.0466537456314615,0.00646250157729973,0.678598460224024,-1.36556604763767,-0.500377987023608,-0.0455162640533859,0.402450418213057,1.28111581750767,11026.163182052,0.999930224831687
"eps_E[7,1]",0.297664977757899,0.00564258943242734,0.608768237296594,-0.893707252190166,-0.0995866231719042,0.296638239110928,0.701357416781247,1.49325640030885,11639.8415232179,0.999892479913796
"eps_E[8,1]",-0.24167819409371,0.00655125822491901,0.629186285075933,-1.5242559893023,-0.652616924237796,-0.229658870693025,0.181272082768413,0.965790573916994,9223.78261069228,1.00016263415474
"eps_E[9,1]",-1.77192473678822,0.0069958717998425,0.632765907668815,-3.04314202945726,-2.19723331263152,-1.76768466759027,-1.34517206452155,-0.555461411857789,8180.92590781627,1.00014537651593
"eps_E[10,1]",-0.148538042180065,0.0068833297022742,0.642199877836909,-1.42409239730149,-0.566353184522713,-0.14053332333221,0.277804009415028,1.09609023397957,8704.48924221839,0.999783945906128
"eps_E[11,1]",-1.29485849262095,0.00823251438058089,0.71833196686871,-2.71220321807193,-1.76531104456623,-1.30118658951178,-0.819723020511931,0.122048196347454,7613.51821735611,1.00000155337266
"eps_E[12,1]",0.000400773740395569,0.00718629848664116,0.679829582021484,-1.3228840700679,-0.455524918098241,-0.00901414860107553,0.446966087988324,1.37718379778656,8949.31125918311,1.00020554755443
"eps_E[13,1]",-0.391950541606015,0.00687768407935488,0.681745163181894,-1.69651422822243,-0.849883828508452,-0.399401387023135,0.0450341697232831,1.00063983657705,9825.6136831243,0.999828152555637
"eps_E[14,1]",0.306325410235931,0.00647726056123544,0.602485930727622,-0.897819327698119,-0.0950469517103793,0.313027077248114,0.708834838103682,1.45568025846103,8651.89188499006,0.999969005240648
"eps_E[15,1]",-1.91903408903501,0.00543700703402287,0.523343097904608,-2.98306330021635,-2.25337123633997,-1.91114767415714,-1.57693606028047,-0.910154645870433,9265.16615372898,0.999927266284505
"eps_E[16,1]",-0.727062151823201,0.00658413165702705,0.551156084176446,-1.81420412560882,-1.09691305583435,-0.730863677717754,-0.365236289099179,0.364185618915384,7007.32400465178,1.00043988759307
"eps_E[17,1]",-0.72360284577408,0.00783214763402029,0.572949569350654,-1.81387862110841,-1.11014614004739,-0.73683415052142,-0.354794571057743,0.450150694558028,5351.44497476368,1.00024944422126
"eps_E[18,1]",1.3188633909985,0.00943591907867648,0.606545990333324,0.232382090168274,0.898974755569033,1.2837184857553,1.70136917909143,2.60170755134535,4131.98804831166,1.00024965187621
"eps_E[19,1]",0.848627978729294,0.00575461084891718,0.469684366868145,-0.00981770304863127,0.525332624627069,0.818141184911638,1.14773707470217,1.85871542844618,6661.62666714323,0.999956324763074
"eps_E[20,1]",0.196330816006842,0.00534511630672518,0.551126078631299,-0.881772211976144,-0.169556820639663,0.189777670033068,0.553379114220331,1.26741080558929,10631.3301301007,0.999890720750303
"eps_E[21,1]",0.1983431755738,0.00646270399183617,0.615943773251067,-1.03848839782636,-0.210002273611617,0.205864313829808,0.611596088485973,1.39141450116619,9083.50812853767,0.999733526890852
"eps_E[22,1]",-0.531861630140852,0.00604332135908334,0.553539136238741,-1.66538858630245,-0.898124577983374,-0.528123287168284,-0.157905492854961,0.557947436651033,8389.67786483613,0.999881362904814
"eps_E[23,1]",0.693771253304653,0.00458323276356887,0.447029293166801,-0.163678131122558,0.394652997408481,0.688974552928679,0.979697544489991,1.59488544395117,9513.23308971809,0.999982298957476
"eps_E[24,1]",-1.66931984563329,0.00789818933449456,0.729480634165513,-3.07643095061282,-2.1642620427795,-1.67684725486853,-1.19915364078112,-0.198811979335367,8530.46004565577,1.00005113274217
"eps_E[25,1]",0.84530256278011,0.00643059533128761,0.563939377644301,-0.267355172815544,0.474757261898824,0.845042061128666,1.21963092358467,1.93708744084609,7690.63995069608,1.00105941615593
"eps_E[26,1]",0.242869232045298,0.00472043088724354,0.478843261123085,-0.713123766718674,-0.0698651022471923,0.245622087032886,0.557882735699522,1.18641551401891,10290.1918755071,1.00023320168027
"eps_E[27,1]",-0.256538519444719,0.00871932095252553,0.866663597235296,-1.94499560097012,-0.844105058000865,-0.268744310252774,0.315755835493872,1.45312002245364,9879.51857594333,0.999909394676609
"eps_E[28,1]",-0.42013492365941,0.00684552893404804,0.642588561318123,-1.67589640179773,-0.844058830605455,-0.421046630974574,0.00354324437929269,0.850577091601265,8811.54290043738,0.999836097634958
"eps_E[29,1]",0.470538504019839,0.00894699765899019,0.89620332200347,-1.29243528932457,-0.132661587586919,0.480970868586029,1.09203518645671,2.20114636845739,10033.6385352019,1.00000751421645
"eps_E[30,1]",0.724594280549619,0.00709938648263504,0.681498597387423,-0.58210608529968,0.260377361256329,0.708129545348041,1.16976287550602,2.12041847009999,9214.85050700068,1.00021724326165
"eps_E[31,1]",0.610499220711711,0.00889741047867634,0.894399510291624,-1.13764675509231,0.0172788778690531,0.615702841629846,1.21223408958541,2.36311006944072,10104.9891473349,1.00060042927499
"eps_E[32,1]",1.0084169940343,0.00782685860906005,0.701519780140643,-0.391076583334096,0.542772246679004,1.0344984428214,1.47988077746075,2.35483775104184,8033.50124002124,1.0002739386516
"eps_E[33,1]",0.264850207056808,0.00843772285954985,0.879939023007798,-1.48444399361723,-0.325114887075045,0.262741712188393,0.850984848149528,2.00769013514674,10875.6354714139,0.999989149056346
"eps_E[34,1]",0.445746389082274,0.00825198340497004,0.697811352712317,-0.96604800473079,-0.0218289031349889,0.474062026701955,0.925647564835873,1.76206137064378,7150.87801517669,0.999912105236674
"eps_E[35,1]",0.585267594144948,0.00677486410895419,0.650034626496097,-0.689545361277445,0.152401295837748,0.585495236263818,1.01473242454396,1.86398431765174,9206.01771179028,0.999697765895256
"eps_E[36,1]",0.463427403374664,0.00620811096875225,0.55203647025643,-0.650033764305284,0.104490845309027,0.474576532859853,0.833111665700367,1.52561559803544,7907.08847226498,0.999999918399438
"eps_E[37,1]",0.578534136847985,0.00592073211628252,0.558615409086121,-0.525137260173858,0.215378101710286,0.575634334818528,0.946817274124226,1.66882326544792,8901.74191678469,1.00113104715948
"eps_E[38,1]",0.0296914774477008,0.00524780970096993,0.518276959699479,-1.00455773410415,-0.310677389930809,0.0351182802665519,0.381780452549179,1.02642377686489,9753.66081517168,0.999842962942771
"eps_E[39,1]",1.59269781341873,0.00553027409150969,0.549448429426702,0.531771716516527,1.23497299777493,1.58320373605141,1.94556911505808,2.68410542858494,9870.98654503425,0.999747522783038
"eps_E[40,1]",-0.169656750141822,0.00712817928480588,0.560434544460904,-1.32449429204056,-0.530857986762431,-0.1548175260026,0.213913233803817,0.881828327635216,6181.48137275696,1.00018911842954
