"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27691,42455,35491,51820
"Dungeness_Kept","Expected_Catch",45105,72122,53228,101553
"Dungeness_Kept","Predictive_Catch",NA,72080,53169,101525
