"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-12-02",1,1.507,0.5153,0.39205,0.24646,TRUE,TRUE
"trailer",3,"2024-12-03",2,1.507,0.7121,0.39205,0.24646,TRUE,TRUE
"trailer",4,"2024-12-04",5,1.507,0.939,0.39205,0.24646,FALSE,TRUE
"trailer",5,"2024-12-05",3,1.507,0.8292,0.39205,0.24646,FALSE,TRUE
"trailer",6,"2024-12-06",2,1.507,0.7121,0.39205,0.24646,TRUE,TRUE
"trailer",7,"2024-12-07",2,2.53,0.5579,0.27408,0.20856,TRUE,TRUE
"trailer",10,"2024-12-10",1,1.507,0.5153,0.39205,0.24646,TRUE,TRUE
"trailer",11,"2024-12-11",0,1.507,0.196,0.39205,0.24646,FALSE,TRUE
"trailer",12,"2024-12-12",1,1.507,0.5153,0.39205,0.24646,TRUE,TRUE
"trailer",13,"2024-12-13",0,1.507,0.196,0.39205,0.24646,FALSE,TRUE
"trailer",14,"2024-12-14",0,2.53,0.137,0.27408,0.20856,FALSE,TRUE
"trailer",15,"2024-12-15",2,2.53,0.5579,0.27408,0.20856,TRUE,TRUE
"trailer",18,"2024-12-18",4,1.507,0.8982,0.39205,0.24646,FALSE,TRUE
"trailer",20,"2024-12-20",1,1.507,0.5153,0.39205,0.24646,TRUE,TRUE
"trailer",21,"2024-12-21",1,2.53,0.3784,0.27408,0.20856,TRUE,TRUE
"trailer",22,"2024-12-22",1,2.53,0.3784,0.27408,0.20856,TRUE,TRUE
"trailer",23,"2024-12-23",2,1.507,0.7121,0.39205,0.24646,TRUE,TRUE
"trailer",24,"2024-12-24",1,1.507,0.5153,0.39205,0.24646,TRUE,TRUE
"trailer",26,"2024-12-26",0,1.507,0.196,0.39205,0.24646,FALSE,TRUE
"trailer",27,"2024-12-27",2,1.507,0.7121,0.39205,0.24646,TRUE,TRUE
"trailer",28,"2024-12-28",5,2.53,0.842,0.27408,0.20856,FALSE,TRUE
