"draw","C_sum","C_expected_sum","E_sum"
6,19916,19728.129149871,25128.2392358432
9,20543,20670.5652546152,26270.1190510997
12,21713,21568.0294328951,26451.7618328971
14,20556,20629.1586487123,23577.7534380973
17,19550,19687.2431392674,23592.4838858221
18,19304,19294.1541654147,24941.4137457669
31,18827,18890.3187102378,23295.3270683677
32,19991,20138.6680341477,23452.3592374857
39,22475,22500.3303432827,27602.4109316524
45,20216,20355.2360113796,24778.1822050424
47,19465,19421.6142113595,25261.6604992202
55,19502,19439.4920406518,24591.8720243776
56,21113,20849.1520720485,24082.7283545825
57,22907,23134.0390622545,27993.9922194236
61,19185,19144.5745019385,24454.942207983
70,22349,22220.1294727139,24983.7959972857
71,21073,20847.0115351148,24906.9195112514
74,20805,20997.8228542602,23711.9221171249
82,23725,23883.0977273681,26178.9445743184
90,21399,21341.308393864,25642.7522252675
109,20435,20595.2580283133,24203.1150426225
127,21922,21847.3229836271,24918.8879767221
128,21337,21039.5448778994,24513.1656882722
133,21777,21827.0125758777,26040.4769310901
144,20113,20029.9454662608,23372.0765302625
148,19693,19473.4227339824,24387.6721034766
149,22591,22507.3282236456,25591.8834222046
159,20800,20743.1872031264,23869.4262962536
162,20787,20780.4708943117,24395.8957121345
163,21543,21656.7238537371,27355.278893728
164,21332,21183.3079638729,25771.6661877367
170,19686,19707.0172217829,23299.2845067069
176,19931,19840.9547741762,23332.1755508219
178,20920,21091.1142238536,24065.8360247383
179,21882,21934.1060162624,26758.6642990095
180,21185,20863.916996908,23974.9852287747
182,24040,23922.1812251386,27940.2129574378
189,21537,21576.9763867175,24452.1530461124
197,22552,22729.4997907868,24475.7738302069
201,25548,25326.3281650919,28831.5659528948
210,20117,20045.7423492157,22717.4518793272
213,18481,18557.2668990616,23644.1159530295
215,21109,21168.7582765748,25813.96737822
224,19927,19953.4413813236,24563.2871679161
235,22045,22076.8828745426,27489.7013490048
261,20114,20125.178677311,24926.5526609856
262,22736,22703.2852070388,25275.3676492697
264,20184,20078.5237815471,26028.7564297817
273,23233,23423.1391896212,26248.9362970328
276,19999,20062.2907551063,24838.8130163495
277,21008,20908.1615118403,26202.0987053737
285,19188,19299.0388462032,25640.7053428197
288,18365,18373.1013535506,22769.5471321565
290,22225,22310.6309958981,25526.5608452647
292,20802,20857.9436703863,25665.9831348614
294,22617,22386.1791251722,26122.1472414302
299,22224,22298.8318046829,24886.4583850641
302,21601,21557.655424877,26943.398027677
303,25356,24985.2450572383,29031.9078609307
304,20994,20899.9023457444,25123.6165234826
307,19175,19174.586823252,22355.7357749097
308,19615,19480.6885461026,24601.9025785718
319,19974,19891.5382260646,25600.2093756915
320,21281,21200.5541340989,25280.4497219644
321,24790,24802.5714558659,26217.6132760365
322,19878,19831.6968802708,24767.5972543848
325,18953,19083.0725947098,22897.4211307033
339,22900,22926.0860489345,25091.6889974406
341,21483,21403.2210408687,28815.9826223409
358,20180,20160.1092705244,23337.8009045824
367,20732,20888.1484827815,24613.8931006472
369,19024,18939.9196811982,22537.2354532833
371,20423,20484.0250379822,25809.5897718415
380,19500,19548.4373112753,23339.8835430201
385,19412,19335.6511143373,23930.0712109657
388,20507,20627.4118830913,24414.498132941
391,21143,21220.7513172079,25165.0992911895
392,20516,20347.5160764948,24466.7147843959
393,23588,23646.4029653866,27780.6615325271
394,21507,21531.7131245474,23087.3614943252
397,21883,21863.5777826897,25963.0401401248
401,22799,22711.9562911523,25865.32994518
436,23647,23507.3970949962,27679.6187836227
442,20473,20618.5072891073,24078.2312841134
445,19743,19709.9781063485,23385.6704501116
448,17904,18032.7493045596,22718.7839032036
449,22844,22772.716868714,27336.6031941124
458,20542,20428.9148737906,23892.4601802228
461,21851,21585.6569185099,26951.5489273569
467,20761,20567.1294646131,26036.0793238037
485,20334,20228.9001238598,24171.9531720193
505,20676,20876.6912661321,24368.1551370767
