"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.273), 0.300)",1.33162153262818,0.408645736325748,1.27898562572644,0.0184204257945265,1.27912722928173,1.24249922292684,1.31507121826448,0.955,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.643260729970116,0.0774770284072821,0.648335030303973,0.474290248718036,0.77933871301175,0.827,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,0.825757758082905,0.085871738489784,0.841313294581722,0.614862015620739,0.947765009152207,0.808,FALSE
"B1","normal(0, 1.0)",0,1,0.906761759785127,0.0982452128788112,0.907226473584287,0.712138599285357,1.096652576635,0.902,FALSE
"B2","normal(0, 1.0)",0,1,0.0782961195154992,0.257725908494733,0.0776683756103875,-0.429828092619393,0.588780657868664,0.742,FALSE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.12198098379859,0.881353685190777,3.10887514539044,1.1924082690781,5.10986199570458,0.559,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,-0.217151759636715,0.924076666853605,-0.130989843828806,-2.45433673129649,1.68606576327646,0.538,FALSE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.452625013212365,0.0411829283199072,0.45091627409174,0.377113082148155,0.53832984467998,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.239919810794486,0.057645878890339,0.235648957284419,0.140319678990762,0.363880387965124,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.23447995951132,0.021065214692674,0.233881306894128,0.195453596576872,0.278114482694901,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,1.02928107095783,0.0337507536018223,1.02850124373918,0.965076881357647,1.09611981701729,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.01736205317088,1.1224691187016,0.672215320934493,0.0271706014958561,4.19180588582003,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.17017132971775,1.5298551132863,0.703421988166316,0.0285288229742457,5.43780073258081,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.376999543364295,0.0904741283874518,-0.379285955426502,-0.551649172895627,-0.198214912937935,0.91,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.5175523904195,2.32563720931892,4.02123909215968,1.5079384565894,10.5360650481679,0.037,TRUE
