"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",1,"2024-12-01",76,77.546,0.5404,TRUE,TRUE
"gear",3,"2024-12-03",27,28.47,0.506,TRUE,TRUE
"gear",4,"2024-12-04",30,28.573,0.6065,TRUE,TRUE
"gear",5,"2024-12-05",20,22.834,0.4281,TRUE,TRUE
"gear",6,"2024-12-06",25,22.555,0.6555,TRUE,TRUE
"gear",7,"2024-12-07",31,39.831,0.3099,TRUE,TRUE
"gear",10,"2024-12-10",23,23.641,0.5333,TRUE,TRUE
"gear",11,"2024-12-11",20,23.771,0.3954,TRUE,TRUE
"gear",12,"2024-12-12",39,33.631,0.7081,TRUE,TRUE
"gear",13,"2024-12-13",22,23.235,0.5063,TRUE,TRUE
"gear",14,"2024-12-14",37,42.27,0.4187,TRUE,TRUE
"gear",15,"2024-12-15",33,39.253,0.382,TRUE,TRUE
"gear",18,"2024-12-18",32,30.146,0.6199,TRUE,TRUE
"gear",20,"2024-12-20",22,20.502,0.625,TRUE,TRUE
"gear",21,"2024-12-21",20,27.272,0.2727,TRUE,TRUE
"gear",22,"2024-12-22",19,27.94,0.2279,FALSE,TRUE
"gear",23,"2024-12-23",29,25.286,0.6912,TRUE,TRUE
"gear",24,"2024-12-24",31,30.801,0.5668,TRUE,TRUE
"gear",26,"2024-12-26",33,35.236,0.4882,TRUE,TRUE
"gear",27,"2024-12-27",50,43.92,0.6945,TRUE,TRUE
"gear",28,"2024-12-28",58,69.387,0.3708,TRUE,TRUE
"gear",31,"2024-12-31",96,92.159,0.6067,TRUE,TRUE
"gear",32,"2025-01-01",55,65.753,0.3674,TRUE,TRUE
"gear",33,"2025-01-02",28,30.531,0.4708,TRUE,TRUE
"gear",34,"2025-01-03",55,43.787,0.7896,FALSE,TRUE
"gear",35,"2025-01-04",39,52.069,0.2749,TRUE,TRUE
"gear",38,"2025-01-07",19,22.386,0.4102,TRUE,TRUE
"gear",39,"2025-01-08",29,28.956,0.5625,TRUE,TRUE
"gear",40,"2025-01-09",35,34.972,0.5581,TRUE,TRUE
"gear",41,"2025-01-10",34,37.605,0.4522,TRUE,TRUE
"gear",42,"2025-01-11",149,136.741,0.6588,TRUE,TRUE
"gear",45,"2025-01-14",50,47.051,0.6253,TRUE,TRUE
"gear",47,"2025-01-16",16,23.58,0.2369,FALSE,TRUE
"gear",48,"2025-01-17",47,39.172,0.7429,TRUE,TRUE
"gear",49,"2025-01-18",62,68.247,0.449,TRUE,TRUE
"gear",52,"2025-01-21",16,16.343,0.5421,TRUE,TRUE
"gear",53,"2025-01-22",8,10.421,0.3427,TRUE,TRUE
"gear",54,"2025-01-23",16,14.985,0.6163,TRUE,TRUE
"gear",55,"2025-01-24",9,13.99,0.2309,FALSE,TRUE
"gear",56,"2025-01-25",68,63.555,0.6344,TRUE,TRUE
"gear",60,"2025-01-29",32,30.996,0.5927,TRUE,TRUE
"gear",61,"2025-01-30",24,24.586,0.533,TRUE,TRUE
"gear",62,"2025-01-31",14,18.027,0.3384,TRUE,TRUE
"gear",63,"2025-02-01",48,49.059,0.5359,TRUE,TRUE
"gear",67,"2025-02-05",2,6.576,0.0837,FALSE,TRUE
"gear",68,"2025-02-06",4,7.625,0.1955,FALSE,TRUE
"gear",69,"2025-02-07",13,13.87,0.5057,TRUE,TRUE
"gear",70,"2025-02-08",65,61.31,0.6243,TRUE,TRUE
"gear",73,"2025-02-11",20,20.224,0.5511,TRUE,TRUE
"gear",74,"2025-02-12",11,15.579,0.2843,TRUE,TRUE
"gear",76,"2025-02-14",23,23.671,0.5311,TRUE,TRUE
"gear",77,"2025-02-15",65,65.298,0.5514,TRUE,TRUE
