"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"trailer",1,2,"2024-09-17",5,-2.3614,0.2729,0.02,-2.4357
"trailer",2,3,"2024-09-18",9,-2.9786,0.2656,0.417,-3.0511
"trailer",3,4,"2024-09-19",3,-2.3262,0.2667,0.22,-2.3973
"trailer",4,5,"2024-09-20",1,-2.6625,0.4649,0.252,-2.8824
"trailer",5,5,"2024-09-20",0,-3.0917,0.8362,0.262,-3.7993
"trailer",6,9,"2024-09-24",3,-2.3262,0.2667,0.22,-2.3973
"trailer",7,12,"2024-09-27",5,-2.3614,0.2729,0.02,-2.4357
"trailer",8,13,"2024-09-28",12,-3.0999,0.3284,0.104,-3.2078
"trailer",9,16,"2024-10-01",7,-2.8096,0.2581,0.141,-2.8767
"trailer",10,18,"2024-10-03",4,-2.1462,0.2287,0.08,-2.1984
"trailer",11,19,"2024-10-04",5,-2.3235,0.2267,0.111,-2.3749
"trailer",12,20,"2024-10-05",12,-3.1053,0.2929,0.375,-3.1915
"trailer",13,23,"2024-10-08",0,-2.5244,0.6755,0.334,-2.9892
"trailer",14,24,"2024-10-09",3,-2.0389,0.2225,0.12,-2.0884
"trailer",15,26,"2024-10-11",3,-2.0389,0.2225,0.12,-2.0884
"trailer",16,27,"2024-10-12",9,-2.8205,0.2979,0.167,-2.9093
"trailer",17,28,"2024-10-13",7,-2.7354,0.2931,0.181,-2.8213
"trailer",18,30,"2024-10-15",2,-1.8154,0.1983,0.077,-1.8549
"trailer",19,31,"2024-10-16",2,-1.8154,0.1983,0.077,-1.8549
"trailer",20,32,"2024-10-17",2,-1.8154,0.1983,0.077,-1.8549
"trailer",21,33,"2024-10-18",1,-1.215,0.1197,0.075,-1.2293
"trailer",22,34,"2024-10-19",0,-1.7209,0.5231,0.408,-2.0034
"trailer",23,36,"2024-10-21",1,-1.215,0.1197,0.075,-1.2293
"trailer",24,37,"2024-10-22",0,-0.9356,0.236,0.136,-0.9915
"trailer",25,38,"2024-10-23",0,-0.9356,0.236,0.136,-0.9915
"trailer",26,39,"2024-10-24",2,-1.8154,0.1983,0.077,-1.8549
"trailer",27,40,"2024-10-25",0,-0.9356,0.236,0.136,-0.9915
"trailer",28,41,"2024-10-26",1,-1.5655,0.2967,0.212,-1.6549
"trailer",29,45,"2024-10-30",1,-1.2361,0.1355,0.186,-1.2545
"trailer",30,47,"2024-11-01",2,-1.8541,0.2914,0.101,-1.9405
"trailer",31,51,"2024-11-05",0,-0.9012,0.3246,0.206,-1.0073
"trailer",32,52,"2024-11-06",1,-1.2361,0.1355,0.186,-1.2545
"trailer",33,53,"2024-11-07",4,-3.3321,0.8514,0.457,-4.0958
"trailer",34,54,"2024-11-08",1,-1.2361,0.1355,0.186,-1.2545
"trailer",35,55,"2024-11-09",0,-1.6373,0.664,0.487,-2.1054
"trailer",36,58,"2024-11-12",0,-0.1999,0.1767,0.118,-0.2313
"trailer",37,59,"2024-11-13",0,-0.1999,0.1767,0.118,-0.2313
"trailer",38,60,"2024-11-14",0,-0.1999,0.1767,0.118,-0.2313
"trailer",39,65,"2024-11-19",0,-0.1999,0.1767,0.118,-0.2313
"trailer",40,66,"2024-11-20",0,-0.1999,0.1767,0.118,-0.2313
"trailer",41,67,"2024-11-21",0,-0.1999,0.1767,0.118,-0.2313
"trailer",42,68,"2024-11-22",0,-0.1999,0.1767,0.118,-0.2313
"trailer",43,72,"2024-11-26",1,-1.3302,0.2719,0.222,-1.4074
"trailer",44,76,"2024-11-30",2,-1.8238,0.4181,0.481,-2.0209
