"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.863636363636364,1,0.441818181818182,0.223638557823678,44,44
"osp",0.555555555555556,1,0.647083333333333,0.247685610734063,18,18
"catch",0.529411764705882,1,0.530441176470588,0.289456637099634,17,17
