"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.742765273311897,0.980707395498392,0.499815112540193,0.228460521005208,311,311
"catch",0.734990903577926,0.989690721649485,0.498426318981201,0.277142707423025,1649,1649
