"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",44,-80.6159869891185,6.75940068195426,5.09455988332577,0,-75.52
"catch",17,-53.1701594383214,3.60195981941364,3.94725978627794,2,-49.22
