"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.518245192307692,0.265916291793374,52,52
"catch",0.567783094098884,0.990430622009569,0.506784290271132,0.295005776498269,627,627
