"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.634615384615385,0.980769230769231,0.509326923076923,0.256054320497134,52,52
"catch",0.567783094098884,0.985645933014354,0.509499601275917,0.297037592183159,627,627
