"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.06800249160627,2.68532761622307,3.05658821087975,3.54428459010602,2232,1.0026
"mu_mu_C[1]",0.374982539436942,0.177695260945825,0.375313730970688,0.572386186426167,2673,1.0003
"sigma_eps_E",0.250188471266466,0.0128026029962827,0.211338499058185,0.757243813088395,2359,1.0004
"sigma_eps_C",0.138276519785123,0.0172107043666227,0.113847485357603,0.396503007117487,2113,1.0005
"phi_E",0.079506283045824,-0.72767493101365,0.0895214128054843,0.817892424070273,5137,0.9998
"phi_C",-0.23665636180502,-0.889157712556632,-0.294855328340988,0.671424199821487,4952,1.0013
"sigma_r_E",0.564048204836766,0.445578038148556,0.559666906461577,0.707868118732615,6875,1.0002
"sigma_r_C",0.772863440952617,0.698019354819213,0.772699041407853,0.851026696633145,10817,1
"r_E",3.27738428160019,1.99570017630386,3.1925723284956,5.03677378642391,7284,1.0003
"r_C",1.68701703371473,1.38074548821923,1.67486286406041,2.05241448047855,10498,1.0001
"sigma_mu_E",11.0716012645641,0.0801364952049966,2.00545962409869,47.0643328996629,5795,1.0003
"sigma_mu_C",8.83950741772852,0.0864988528547194,2.03255061019351,47.8901991001195,5187,1.0001
"sigma_IE",0.198594420447808,0.00510659111861981,0.142140481219399,0.703417971991142,11179,0.9998
"R_G",1.32411566205609,1.2649592484363,1.32400232535685,1.38366923092881,9829,1
"R_G_boat",4.50092072562356,1.51662367790723,4.01619992365584,10.4009025871276,7747,0.9998
"B1",0.471862338774393,0.146800847266437,0.472025699330006,0.797327834709698,8130,1.0003
"B2",0.042482087742137,-0.966971660044325,0.0204082212450634,1.16765187473967,8109,1.0002
"B1_C",-0.204015026052004,-0.366937131416901,-0.203052936315222,-0.0398960772832404,7020,0.9998
"kappa_OSP",3.14543962997348,1.65870641243483,2.99490885474751,5.49078955136053,8430,0.9999
"sigma_r_OSP",13.4855325116812,0.0647078229704795,1.92649750903627,65.3605050889512,4967,1.0008
"r_OSP",84735.7131265343,0.000234082638818931,0.269440692090101,238.82978211978,4133,1.0005
"f_crab[1]",1,1,1,1,NA,NA
"f_lower[1]",0,0,0,0,NA,NA
