"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",2,"2024-09-17",30,31.055,0.563,TRUE,TRUE
"gear",3,"2024-09-18",29,31.055,0.5416,TRUE,TRUE
"gear",4,"2024-09-19",55,31.055,0.8894,FALSE,TRUE
"gear",5,"2024-09-20",29,49.921,0.2734,TRUE,TRUE
"gear",6,"2024-09-21",48,49.921,0.5602,TRUE,TRUE
"gear",9,"2024-09-24",50,31.055,0.8518,FALSE,TRUE
"gear",10,"2024-09-25",13,31.055,0.1575,FALSE,TRUE
"gear",12,"2024-09-27",34,49.921,0.3526,TRUE,TRUE
"gear",13,"2024-09-28",79,49.921,0.8465,FALSE,TRUE
"gear",16,"2024-10-01",30,30.216,0.5804,TRUE,TRUE
"gear",18,"2024-10-03",45,30.216,0.8159,FALSE,TRUE
"gear",19,"2024-10-04",29,48.511,0.2857,TRUE,TRUE
"gear",20,"2024-10-05",72,48.511,0.8168,FALSE,TRUE
"gear",23,"2024-10-08",30,30.216,0.5804,TRUE,TRUE
"gear",24,"2024-10-09",29,30.216,0.559,TRUE,TRUE
"gear",26,"2024-10-11",14,48.511,0.0729,FALSE,TRUE
"gear",27,"2024-10-12",62,48.511,0.7367,TRUE,TRUE
"gear",28,"2024-10-13",64,48.511,0.7547,FALSE,TRUE
"gear",30,"2024-10-15",27,27.782,0.565,TRUE,TRUE
"gear",31,"2024-10-16",37,27.782,0.7574,FALSE,TRUE
"gear",32,"2024-10-17",43,27.782,0.8342,FALSE,TRUE
"gear",33,"2024-10-18",39,44.743,0.4974,TRUE,TRUE
"gear",34,"2024-10-19",62,44.743,0.7817,FALSE,TRUE
"gear",36,"2024-10-21",29,27.782,0.6104,TRUE,TRUE
"gear",37,"2024-10-22",25,27.782,0.5165,TRUE,TRUE
"gear",38,"2024-10-23",35,27.782,0.7257,TRUE,TRUE
"gear",39,"2024-10-24",24,27.782,0.4911,TRUE,TRUE
"gear",40,"2024-10-25",10,44.743,0.0439,FALSE,TRUE
"gear",41,"2024-10-26",36,44.743,0.4479,TRUE,TRUE
"gear",42,"2024-10-27",18,44.743,0.141,FALSE,TRUE
"gear",45,"2024-10-30",18,24.865,0.3957,TRUE,TRUE
"gear",46,"2024-10-31",12,24.865,0.2108,FALSE,TRUE
"gear",47,"2024-11-01",33,39.88,0.4691,TRUE,TRUE
"gear",48,"2024-11-02",79,39.88,0.9244,FALSE,TRUE
"gear",51,"2024-11-05",8,24.865,0.1026,FALSE,TRUE
"gear",52,"2024-11-06",17,24.865,0.3649,TRUE,TRUE
