"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.697435897435897,0.984615384615385,0.42099358974359,0.241184352795614,195,195
"catch",0.580152671755725,0.961832061068702,0.508893129770992,0.275794204613858,131,131
