"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.09705827230354,2.56902192893887,3.09522533961655,3.63230530591999,2290,1.0012
"mu_mu_C[1]",0.0707762033642063,-0.290945426746954,0.0555083320123469,0.556397828859437,2141,1.0024
"sigma_eps_E",0.380193133671064,0.208767568596808,0.356860960210773,0.680343938917074,2663,1.0016
"sigma_eps_C",0.329144950044181,0.185215357088965,0.310451797156095,0.588715223097222,3678,0.9999
"phi_E",0.408064865203437,-0.217950543334696,0.439106243241984,0.870004469947234,3690,1.0021
"phi_C",0.250027715349897,-0.488097154761102,0.276250110677236,0.83814882446296,3022,1.0014
"sigma_r_E",0.55451869427615,0.507733444184946,0.553783700587726,0.605844926978043,16122,0.9996
"sigma_r_C",1.08821382927406,1.0242704500691,1.08810848969023,1.15446100864214,16924,0.9997
"r_E",3.27182527641423,2.72443874993617,3.26076620946573,3.87907751323061,15855,0.9996
"r_C",0.846851867911784,0.75031125519287,0.844608801102063,0.953170763400599,16908,0.9996
"sigma_mu_E",19.9369545670459,0.0835554227744784,1.98852244646105,48.6664846183328,2501,1.0012
"sigma_mu_C",8.38889233473084,0.0883021595880143,1.97788223126849,39.1844420557237,7051,1.0007
"sigma_IE",0.871257912087217,0.501794316519316,0.838974615838679,1.41299577778408,10763,1.0003
"R_G",1.279054680117,1.2418395473377,1.27897884960608,1.31564434566132,15331,0.9998
"R_G_boat",4.54054662622018,1.46902620044921,3.96693628261666,10.8675565924254,11277,1
"B1",0.764058428581803,0.628245184993505,0.7630784819687,0.900178920291467,14437,0.9997
"B2",0.38469030502498,0.00846896539675469,0.379393432602012,0.788950559265287,15910,0.9998
"B1_C",-0.402404655388585,-0.53341893209167,-0.402441983833659,-0.27245600904801,15693,0.9996
"kappa_OSP",3.12648811880247,1.65670770130135,2.98312638705364,5.39492776744969,14363,1
"sigma_r_OSP",8.4351391490195,0.0758700710449232,2.02643353325182,49.4297184893144,4507,1.0003
"r_OSP",19317.5840180791,0.000409283109884339,0.243520401867245,173.723997515268,7106,1
"f_crab[1]",1,1,1,1,NA,NA
"f_lower[1]",0,0,0,0,NA,NA
