"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"phi_E",0.474805095101057,0.887572442757273,1.04718035775548,0.00538660941843167,0.0146931020416235
"R_G",1.28072993548874,1.29219205585864,0.456719159702045,0.00538660941843167,0.0146931020416235
"sigma_eps_C",0.336533028549305,0.279718806244981,-0.375467886725384,0.00538660941843167,0.0146931020416235
"phi_C",0.119553978242171,0.191579241245388,0.246105173616684,0.00538660941843167,0.0146931020416235
"sigma_eps_E",0.345870191052391,0.359958636269201,0.207062242203253,0.00538660941843167,0.0146931020416235
"r_E",3.25778676986404,3.18222424603961,-0.0529954267910341,0.00538660941843167,0.0146931020416235
"r_C",0.746687491600776,0.740344697045778,-0.0521638805992345,0.00538660941843167,0.0146931020416235
"sigma_IE",0.600097279837387,0.565035920585827,-0.050172087003548,0.00538660941843167,0.0146931020416235
"sigma_mu_E",2.02506045696195,2.3117950993334,-0.0366074270900576,0.00538660941843167,0.0146931020416235
"sigma_r_C",1.15725898654107,1.16220573727367,0.0346032993157052,0.00538660941843167,0.0146931020416235
"sigma_r_E",0.55403687674179,0.560576141307457,0.0227614053700208,0.00538660941843167,0.0146931020416235
"sigma_mu_C",2.02695599174458,3.86939563447199,-0.016552862363707,0.00538660941843167,0.0146931020416235
