"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",1711,1308,2400,2552,1969,3638
"2024-10",3187,2644,3940,4759,3958,5840
"2024-11",2894,2259,3746,4330,3473,5448
"2024-12",10128,9199,11349,5008,3977,6366
"2025-01",7008,6507,7722,4135,3293,5267
"2025-02",1634,1345,2058,2888,2203,3809
"2025-03",1536,1075,2392,3358,2830,4006
"2025-04",3005,2145,4660,6296,5238,7606
"2025-05",8009,5400,13671,7243,6082,8625
"2025-06",4309,2842,7328,5829,4527,7532
"2025-07",12749,7528,24187,13409,10801,16954
"2025-08",18998,12242,30704,14329,11950,17332
"2025-09",5844,3462,10619,5782,4642,7440
