"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.08885177896475,2.51720574778714,3.08415919500542,3.70143225094212,1931,1.001
"mu_mu_C[1]",-0.680927197424832,-1.04124242216646,-0.697656695050013,-0.208602907636182,1499,1.0023
"sigma_eps_E",0.37401668263034,0.207271380898352,0.350317380204623,0.677822757039763,2474,1.0017
"sigma_eps_C",0.363951168539791,0.204165138481853,0.344022410304241,0.645433304678711,2441,1.0005
"phi_E",0.445166977238192,-0.195673169313827,0.482632409606799,0.884336709850814,2495,1.0015
"phi_C",0.109121193788168,-0.656671596896075,0.118162187929114,0.792940372772451,2435,1.0011
"sigma_r_E",0.554785654668308,0.509323213704108,0.554144293424548,0.604780661253765,10522,1
"sigma_r_C",1.15484446750065,1.0900451716456,1.15468771829633,1.22190495223612,11682,1.0002
"r_E",3.26753892946475,2.73403587933085,3.25652390283919,3.85489948605967,10431,0.9999
"r_C",0.751725660158916,0.669769167388776,0.75001665413268,0.841610236021659,11723,1.0002
"sigma_mu_E",12.6323869685053,0.0666013611077581,1.96357921738416,51.1748105326227,6832,0.9999
"sigma_mu_C",10.0248263293358,0.0793468394152674,2.02239377295476,54.7436487350926,5202,1.0004
"sigma_IE",0.632562202621874,0.328389329311551,0.603134296644047,1.0998147358779,7622,1.0001
"R_G",1.2814485281934,1.24502603530398,1.28129681584175,1.31784340668179,11918,0.9997
"B1",0.764630395288139,0.628033041287473,0.763890101017882,0.903715748400215,10590,0.9999
"B2",0.397941588292735,0.02874187190415,0.393227689926554,0.79774720257065,9615,1.0005
"B1_C",-0.604165566579339,-0.744695687852127,-0.603434435845892,-0.465464617826852,11946,0.9996
