"fit","data_type","n_obs","n_obs_dropped","n_draws_used","rE_median","R_median","mean_mu","share_poisson","share_nb_overdisp","share_latent","pred_vmr_mean","nb_vmr_mean","ppc_coverage_50","ppc_pit_sd","lever"
"shore_ring_net_only_Dungeness_Kept","gear",52,0,2000,3.21689621145402,1.32565186998935,35.475,0.0619,0.8046,0.1334,14.482,12.844,0.6346,0.2603,"observation NB over-dispersion dominates: lever is r_E / sigma_r_E prior (T1.5 5a; pair with T1.3)"
