"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.75,1,0.475454545454545,0.267050139403825,44,44
"osp",0.611111111111111,0.944444444444444,0.583680555555556,0.254213924005938,18,18
"catch",0.588235294117647,1,0.528235294117647,0.2892703843102,17,17
