"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.557692307692308,0.980769230769231,0.516899038461539,0.268771201897907,52,52
"catch",0.566188197767145,0.993620414673046,0.508359250398724,0.296447107265877,627,627
