"event_date","L_unit","L_prior_center","L_prior_sigma_log","L_effective_hours_regression","L_posterior_median","L_posterior_lo95","L_posterior_hi95"
2024-09-16,"turnover (trips per gear-slot per day)",1.7,0.3,5.60049161553405,1.70515425020072,0.883063836676734,3.33626073474063
2024-09-17,"turnover (trips per gear-slot per day)",1.7,0.3,5.60226255475652,1.69313250943376,0.880690263660662,3.3484029992664
2024-09-18,"turnover (trips per gear-slot per day)",1.7,0.3,5.60401108350319,1.70142588063255,0.888557089004276,3.28251411624741
2024-09-19,"turnover (trips per gear-slot per day)",1.7,0.3,5.60573718044314,1.70013101452579,0.89555133501428,3.27514456511389
2024-09-20,"turnover (trips per gear-slot per day)",1.7,0.3,5.60744082451466,1.68959127290276,0.883448953163,3.24900780859386
2024-09-21,"turnover (trips per gear-slot per day)",1.7,0.3,5.36086908311693,1.70281529506828,0.881598901926578,3.33475506538112
2024-09-22,"turnover (trips per gear-slot per day)",1.7,0.3,5.36245434835493,1.70107078456803,0.881856011620747,3.33398025981266
2024-09-23,"turnover (trips per gear-slot per day)",1.7,0.3,5.61241683294997,1.7066108107269,0.892971381430291,3.28931902681956
2024-09-24,"turnover (trips per gear-slot per day)",1.7,0.3,5.6140304603313,1.7018966337054,0.899267320712349,3.2859956599709
2024-09-25,"turnover (trips per gear-slot per day)",1.7,0.3,5.61562153358965,1.70067669508889,0.895312803155188,3.3167797871454
2024-09-26,"turnover (trips per gear-slot per day)",1.7,0.3,5.61719003328775,1.69717491905936,0.890444167462722,3.32586332258909
2024-09-27,"turnover (trips per gear-slot per day)",1.7,0.3,5.61873594026048,1.70300060629196,0.90978143560516,3.33018964988422
2024-09-28,"turnover (trips per gear-slot per day)",1.7,0.3,5.37151340309025,1.68591645953391,0.908339316416368,3.24118031934208
2024-09-29,"turnover (trips per gear-slot per day)",1.7,0.3,5.37294765059603,1.69992420085882,0.889462564248426,3.2637427684983
2024-09-30,"turnover (trips per gear-slot per day)",1.7,0.3,5.6232379172657,1.69511738187159,0.900696833165373,3.28540296240827
2024-10-01,"turnover (trips per gear-slot per day)",1.7,0.3,5.62469326714236,1.70086547867489,0.898987860752579,3.25433731491694
2024-10-02,"turnover (trips per gear-slot per day)",1.7,0.3,5.6261259325638,1.70102944839036,0.880186079869043,3.32443975800521
2024-10-03,"turnover (trips per gear-slot per day)",1.7,0.3,5.62753589600582,1.69734346792075,0.890650554005287,3.25909951007467
2024-10-04,"turnover (trips per gear-slot per day)",1.7,0.3,5.62892314021899,1.69354212098079,0.899380346562118,3.20553479329387
2024-10-05,"turnover (trips per gear-slot per day)",1.7,0.3,5.38109797036875,1.70023094240697,0.900469602554267,3.28188427394921
2024-10-06,"turnover (trips per gear-slot per day)",1.7,0.3,5.38238034102889,1.69846667508835,0.900094037286009,3.30457201772458
2024-10-07,"turnover (trips per gear-slot per day)",1.7,0.3,5.63294838911988,1.69927753992782,0.877617173471142,3.30600134111413
2024-10-08,"turnover (trips per gear-slot per day)",1.7,0.3,5.63424458943083,1.70061327116397,0.886734425631363,3.27973406269416
2024-10-09,"turnover (trips per gear-slot per day)",1.7,0.3,5.63551798839938,1.71242865776584,0.884735067415768,3.30616359234904
2024-10-10,"turnover (trips per gear-slot per day)",1.7,0.3,5.6367685704319,1.69240326973855,0.890450649477585,3.28537414594254
2024-10-11,"turnover (trips per gear-slot per day)",1.7,0.3,5.63799632021186,1.68881752066915,0.877685924291172,3.29602226392293
2024-10-12,"turnover (trips per gear-slot per day)",1.7,0.3,5.38961704088385,1.70084750072405,0.893385559015843,3.31564482852889
2024-10-13,"turnover (trips per gear-slot per day)",1.7,0.3,5.39074676564831,1.69323958988484,0.902607016510148,3.3042598086311
2024-10-14,"turnover (trips per gear-slot per day)",1.7,0.3,5.64154242703439,1.6954522465414,0.902321017371257,3.31872400218184
2024-10-15,"turnover (trips per gear-slot per day)",1.7,0.3,5.64267870019197,1.6992388664463,0.888851934293467,3.32933246970097
2024-10-16,"turnover (trips per gear-slot per day)",1.7,0.3,5.64379206868183,1.69806811630543,0.886675815155435,3.28561713699479
2024-10-17,"turnover (trips per gear-slot per day)",1.7,0.3,5.64488251885647,1.70412537574795,0.889572927389115,3.32917662374491
2024-10-18,"turnover (trips per gear-slot per day)",1.7,0.3,5.64595003734762,1.70165652430531,0.898203653398209,3.29761136657129
2024-10-19,"turnover (trips per gear-slot per day)",1.7,0.3,5.39706550336751,1.69218414631661,0.89247253964967,3.28152206317522
2024-10-20,"turnover (trips per gear-slot per day)",1.7,0.3,5.39804190401819,1.69406083692234,0.881716339271538,3.30530624063235
2024-10-21,"turnover (trips per gear-slot per day)",1.7,0.3,5.64901487323058,1.69854781142046,0.882381993354135,3.32501068267116
2024-10-22,"turnover (trips per gear-slot per day)",1.7,0.3,5.64999053689791,1.70310904238567,0.881504445072453,3.30273100350317
2024-10-23,"turnover (trips per gear-slot per day)",1.7,0.3,5.65094320623739,1.70431397153061,0.91418449418232,3.23018461369967
2024-10-24,"turnover (trips per gear-slot per day)",1.7,0.3,5.65187286956136,1.70199846708828,0.899007546012858,3.27539729898739
2024-10-25,"turnover (trips per gear-slot per day)",1.7,0.3,5.65277951546315,1.70518167929734,0.885005581076821,3.30220717720198
2024-10-26,"turnover (trips per gear-slot per day)",1.7,0.3,5.40343888446289,1.69705010869506,0.899673834142702,3.26711567138895
2024-10-27,"turnover (trips per gear-slot per day)",1.7,0.3,5.40426137429225,1.70646763655606,0.886000318703075,3.31286908547162
2024-10-28,"turnover (trips per gear-slot per day)",1.7,0.3,5.65536123878808,1.69959703856768,0.886523554469277,3.29499525357143
2024-10-29,"turnover (trips per gear-slot per day)",1.7,0.3,5.65617570656189,1.6934798024434,0.887315805209704,3.2859797113996
2024-10-30,"turnover (trips per gear-slot per day)",1.7,0.3,5.65696710410271,1.6972424469988,0.889332694147488,3.28971837386715
2024-10-31,"turnover (trips per gear-slot per day)",1.7,0.3,5.65773542169443,1.69386552419941,0.882392740298446,3.31385089563046
2024-11-01,"turnover (trips per gear-slot per day)",1.7,0.3,5.6584806499034,1.70522608658528,0.887355192821252,3.3364420338039
2024-11-02,"turnover (trips per gear-slot per day)",1.7,0.3,5.40873335320175,1.71262823137157,0.888135986649523,3.25704080959762
2024-11-03,"turnover (trips per gear-slot per day)",1.7,0.3,5.40940143760028,1.69978798772202,0.884727001087014,3.31733279587538
2024-11-04,"turnover (trips per gear-slot per day)",1.7,0.3,5.6605777081388,1.68777525602785,0.877464261281119,3.28570241881178
2024-11-05,"turnover (trips per gear-slot per day)",1.7,0.3,5.66123049013681,1.69318457641293,0.900673045768468,3.30607341719127
2024-11-06,"turnover (trips per gear-slot per day)",1.7,0.3,5.66186013982777,1.70021501924496,0.877570520358095,3.30575648464233
2024-11-07,"turnover (trips per gear-slot per day)",1.7,0.3,5.66246664947681,1.70493602039089,0.882409119794606,3.30478179264351
2024-11-08,"turnover (trips per gear-slot per day)",1.7,0.3,5.6630500116328,1.71021047034798,0.915523661759094,3.27429965641964
2024-11-09,"turnover (trips per gear-slot per day)",1.7,0.3,5.41294572484202,1.69201797210837,0.890496791914724,3.33174532286198
2024-11-10,"turnover (trips per gear-slot per day)",1.7,0.3,5.41345900179401,1.70259785199089,0.890286995444551,3.33995685264749
2024-11-11,"turnover (trips per gear-slot per day)",1.7,0.3,5.66466114289003,1.68989486834397,0.913856065943619,3.23576442396804
2024-11-12,"turnover (trips per gear-slot per day)",1.7,0.3,5.66515184624203,1.70528208512777,0.911811100660225,3.25877434112078
2024-11-13,"turnover (trips per gear-slot per day)",1.7,0.3,5.66561936910619,1.69065480321068,0.885432882773277,3.32784160933074
2024-11-14,"turnover (trips per gear-slot per day)",1.7,0.3,5.6660637057367,1.69672514120205,0.90024809768953,3.23372779481446
2024-11-15,"turnover (trips per gear-slot per day)",1.7,0.3,5.66648485067239,1.69286014840268,0.87994001170635,3.30199821796927
2024-11-16,"turnover (trips per gear-slot per day)",1.7,0.3,5.41607346406049,1.70331760464186,0.883459891003177,3.29588352644824
2024-11-17,"turnover (trips per gear-slot per day)",1.7,0.3,5.4164316245471,1.68923793697893,0.894673830573056,3.25047785889039
2024-11-18,"turnover (trips per gear-slot per day)",1.7,0.3,5.66760908497117,1.69608050194332,0.869657712967065,3.3924459422224
2024-11-19,"turnover (trips per gear-slot per day)",1.7,0.3,5.66793741421302,1.70240829313063,0.891849072823569,3.28773037315924
2024-11-20,"turnover (trips per gear-slot per day)",1.7,0.3,5.66824252872792,1.68995690454898,0.896483289445133,3.29233245333034
2024-11-21,"turnover (trips per gear-slot per day)",1.7,0.3,5.66852442476481,1.69796921067366,0.896578770163358,3.2887429610783
2024-11-22,"turnover (trips per gear-slot per day)",1.7,0.3,5.66878309885801,1.69701371898033,0.891898697743113,3.30246602118549
2024-11-23,"turnover (trips per gear-slot per day)",1.7,0.3,5.41811468749581,1.7018411921348,0.902929653979786,3.26952223913217
2024-11-24,"turnover (trips per gear-slot per day)",1.7,0.3,5.41831751580519,1.70309935006735,0.889299330246112,3.291090185394
2024-11-25,"turnover (trips per gear-slot per day)",1.7,0.3,5.66941975909964,1.6985279937954,0.876724659564194,3.32925453213623
2024-11-26,"turnover (trips per gear-slot per day)",1.7,0.3,5.66958551646982,1.69864449782889,0.89065020241385,3.31425684855298
2024-11-27,"turnover (trips per gear-slot per day)",1.7,0.3,5.6697280388499,1.70660381226544,0.89350555793933,3.24831430940024
2024-11-28,"turnover (trips per gear-slot per day)",1.7,0.3,5.66984732448744,1.68997263869854,0.90476768364209,3.35862649623543
2024-11-29,"turnover (trips per gear-slot per day)",1.7,0.3,5.41899857999583,1.70203477779838,0.89605559182296,3.33558044054544
2024-11-30,"turnover (trips per gear-slot per day)",1.7,0.3,5.41906816563853,1.69108346181313,0.875300597112831,3.29766013259215
