"fit","parameter","median","mean","decoupled","decoupled_reason","status","estimate","fit_method","source"
"private_boat_all_gear_Dungeness_Kept","mu_mu_E[1]",2.75166899055134,2.71532750250817,FALSE,NA,"estimate",2.75166899055134,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","mu_mu_C[1]",0.910587588971288,0.673572435010078,FALSE,NA,"estimate",0.910587588971288,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_eps_E",0.891982657151497,0.941436185842773,FALSE,NA,"estimate",0.891982657151497,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_eps_C",0.393869126109701,0.418033215000882,FALSE,NA,"estimate",0.393869126109701,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","phi_E",0.761295298037994,0.734460283741612,FALSE,NA,"estimate",0.761295298037994,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","phi_C",-0.123140626019565,-0.0947867454889331,FALSE,NA,"estimate",-0.123140626019565,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_E",0.934208571478375,0.935673635562632,FALSE,NA,"estimate",0.934208571478375,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_C",0.766989115807032,0.769932961225397,FALSE,NA,"estimate",0.766989115807032,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_E",1.14580919913317,1.15780984767516,FALSE,NA,"estimate",1.14580919913317,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_C",1.69989305005082,1.72146509903518,FALSE,NA,"estimate",1.69989305005082,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_mu_E",0.734920659998509,1.24397967746789,FALSE,NA,"estimate",0.734920659998509,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_mu_C",0.785499156419909,1.37867086273003,FALSE,NA,"estimate",0.785499156419909,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_IE",0.138865115288183,0.200687381526514,TRUE,"no I/E observations in this fit (n_ie_obs = 0); sigma_IE is its prior","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","R_G",1.22250464315448,1.2786310677265,FALSE,NA,"estimate",1.22250464315448,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","R_G_boat",3.54962917918556,3.55286376900754,FALSE,NA,"estimate",3.54962917918556,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B1",0.51083981737097,0.512020671130673,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B2",0.476104871997204,0.483434337201954,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B1_C",-0.187536636935872,-0.183824723466332,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B2_C",-0.0480377469934581,-0.0362474717486235,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","gamma_C",-0.00617680595425688,-0.00287904066362888,TRUE,"estimate_cpue_density = FALSE: the density term is inert","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","kappa_OSP",3.01281682465897,3.1526998336011,TRUE,"osp_scale_is_tau = TRUE: the OSP mean uses L, not kappa_OSP; this is the prior","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_OSP",0.805710409176774,0.808494776488708,FALSE,NA,"estimate",0.805710409176774,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_OSP",1.54043029557196,1.55382233331595,FALSE,NA,"estimate",1.54043029557196,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","f_crab[1]",0.294405396893177,0.300557073234169,FALSE,NA,"estimate",0.294405396893177,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","f_lower[1]",0,0,TRUE,"use_osp_crab_lower = FALSE: the OSP lower bound is off and f_lower is pinned at 0","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","tau_bar[1]",2.59693923159001,2.61278565411683,FALSE,NA,"estimate",2.59693923159001,"BSS","reconstructed"
