"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,69,0.95472189588277,9.9516,10,1009.6624,0.00463620828502346,0.800633834166375,FALSE
2,2500,57,0.964931407361785,9.954,10,1010.7364,0.00416299386898335,0.851617146759235,FALSE
3,2500,133,0.922927313147592,9.8708,10,990.9012,0.00588688328537353,0.809171894748433,FALSE
4,2500,149,0.921126219688116,9.8824,10,992.2328,0.00584606101712258,0.863178662745993,FALSE
