"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-223.579999724739,6.23345945754136,5.77510138075205,0,-217.8
"catch",627,-1449.77354744516,21.6115379566541,6.7253675892977,0,-1443.05
