"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1249.87152658292,16.3145501669675,108.071440010077,31,-1141.8
"catch",1649,-3162.6992445472,46.7412369722283,44.0878935042605,0,-3118.61
