"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"gear",1,2,"2024-09-17",30,-3.7536,0.1215,0.065,-3.7684
"gear",2,3,"2024-09-18",29,-3.7248,0.1226,0.115,-3.7399
"gear",3,4,"2024-09-19",55,-5.0508,0.41,0.27,-5.2204
"gear",4,5,"2024-09-20",29,-3.7248,0.1226,0.115,-3.7399
"gear",5,6,"2024-09-21",48,-4.3168,0.1955,0.201,-4.3554
"gear",6,9,"2024-09-24",50,-4.7338,0.3273,0.285,-4.8416
"gear",7,10,"2024-09-25",13,-3.8777,0.3328,0.127,-3.9898
"gear",8,12,"2024-09-27",34,-3.8946,0.1331,0.141,-3.9123
"gear",9,13,"2024-09-28",79,-4.8289,0.2433,0.292,-4.8888
"gear",10,16,"2024-10-01",30,-3.7516,0.1225,0.14,-3.7666
"gear",11,18,"2024-10-03",45,-4.5096,0.27,0.323,-4.5832
"gear",12,19,"2024-10-04",29,-3.7178,0.1218,0.133,-3.7326
"gear",13,20,"2024-10-05",72,-4.687,0.1935,0.273,-4.7248
"gear",14,23,"2024-10-08",30,-3.7516,0.1225,0.14,-3.7666
"gear",15,24,"2024-10-09",29,-3.7178,0.1218,0.133,-3.7326
"gear",16,26,"2024-10-11",14,-3.739,0.2706,0.166,-3.8131
"gear",17,27,"2024-10-12",62,-4.4681,0.145,0.291,-4.4892
"gear",18,28,"2024-10-13",64,-4.5073,0.1509,0.287,-4.5301
"gear",19,30,"2024-10-15",27,-3.6444,0.1161,-0.135,-3.6579
"gear",20,31,"2024-10-16",37,-4.1116,0.1749,0.078,-4.1424
"gear",21,32,"2024-10-17",43,-4.4855,0.2545,0.233,-4.5511
"gear",22,33,"2024-10-18",39,-4.2304,0.1988,0.104,-4.2702
"gear",23,34,"2024-10-19",62,-4.4859,0.1577,0.215,-4.5109
"gear",24,36,"2024-10-21",29,-3.7169,0.1182,-0.041,-3.7309
"gear",25,37,"2024-10-22",25,-3.5858,0.1187,-0.119,-3.5999
"gear",26,38,"2024-10-23",35,-3.9998,0.1543,0.126,-4.0238
"gear",27,39,"2024-10-24",24,-3.5624,0.1217,-0.159,-3.5772
"gear",28,40,"2024-10-25",10,-3.9351,0.3122,0.204,-4.0332
"gear",29,41,"2024-10-26",36,-4.2145,0.2327,0.178,-4.269
"gear",30,42,"2024-10-27",18,-4.7938,0.4985,0.249,-5.0453
"gear",31,45,"2024-10-30",18,-3.4433,0.1699,0.189,-3.4722
"gear",32,46,"2024-10-31",12,-3.6036,0.2704,0.197,-3.6769
"gear",33,47,"2024-11-01",33,-3.98,0.2076,0.123,-4.0238
"gear",34,48,"2024-11-02",79,-5.0829,0.4473,0.219,-5.2979
"gear",35,51,"2024-11-05",8,-3.9848,0.3875,0.193,-4.1358
"gear",36,52,"2024-11-06",17,-3.4468,0.1831,0.18,-3.4804
"gear",37,53,"2024-11-07",25,-3.586,0.1226,0.146,-3.6011
"gear",38,54,"2024-11-08",36,-4.1666,0.2637,0.207,-4.2378
"gear",39,55,"2024-11-09",22,-4.3835,0.4072,0.27,-4.5504
"gear",40,59,"2024-11-13",25,-3.5906,0.1269,0.149,-3.6068
"gear",41,60,"2024-11-14",43,-4.7051,0.4761,0.383,-4.9489
"gear",42,61,"2024-11-15",46,-4.9367,0.5559,0.433,-5.2742
"gear",43,62,"2024-11-16",57,-4.4346,0.2042,0.31,-4.4774
"gear",44,65,"2024-11-19",13,-3.512,0.2509,0.186,-3.575
"gear",45,66,"2024-11-20",0,-7.2433,1.1282,0.396,-8.5218
"gear",46,67,"2024-11-21",15,-3.4483,0.2127,0.232,-3.4936
"gear",47,68,"2024-11-22",6,-4.2589,0.4814,0.105,-4.4919
"gear",48,69,"2024-11-23",23,-4.2962,0.3949,0.182,-4.4534
"gear",49,72,"2024-11-26",26,-3.6815,0.1928,0.389,-3.7199
"gear",50,73,"2024-11-27",33,-3.8803,0.154,0.435,-3.9044
"gear",51,75,"2024-11-29",51,-4.5216,0.5552,0.644,-4.9051
"gear",52,76,"2024-11-30",123,-6.0965,0.7685,0.519,-6.724
