"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.762057877813505,0.987138263665595,0.50137459807074,0.223629607071855,311,311
"catch",0.742159008023341,0.983223924142961,0.50019556892779,0.271136446826613,2742,2742
