"obs","k_baseline","k_covariates"
1,0.697387496879343,0.931103273975882
2,0.76702048023797,0.695838513286531
3,0.740342584199264,0.738326272274325
4,0.735111337452948,0.859537253869726
5,0.516778807147073,0.680999811331254
6,0.838453554935468,0.787378559698165
7,0.681840661831302,0.612646698222355
8,0.834274963127771,0.81339458882891
9,0.857528772241635,1.00041689352432
10,0.81782622719296,0.911966782603134
11,0.825567889108433,0.746384645298394
12,0.811133435159241,0.71192583542436
13,0.696803769495471,0.969907509561617
14,0.897295708149183,0.777770631724102
15,0.826759347523228,0.604811153253273
16,0.918997121709291,0.65958771464533
17,0.52229532569989,0.532447464393465
18,0.746952272902575,0.667669479104575
19,0.710078818788725,0.940280620686147
20,0.869474218132402,0.746395272683766
21,0.712546614838646,0.820329956921572
22,0.74858503218817,0.808101359498107
23,0.709392465523167,0.722152233038179
24,0.617363770470145,0.650757285204922
25,0.7088561575697,0.779657168142011
26,0.714426393828894,0.691348871640113
27,0.853929723575441,0.657397924256484
28,0.711463544543421,0.593851663177182
29,0.676446843470395,0.709965662435913
30,0.858077687242193,0.907366285717797
31,0.846582739703478,0.854579548147506
32,0.978747659934889,0.756226218444533
33,0.742467056776985,0.777114792023557
34,0.511049747365895,0.623250365422603
35,0.938426742443332,0.774926921842921
36,0.662734750769923,0.558325464064441
37,0.584571737675469,0.610180101168921
38,0.899465533365055,0.540631979358496
39,0.926353240953953,0.938749180523808
40,0.95826987825618,0.929674775419232
41,0.742480005616605,0.790182617831376
42,0.770600295376775,0.791075195613361
43,0.987728812589665,0.845548919821911
44,0.907916958659268,0.720985458930669
45,0.677023366378501,0.895560494678892
46,0.710775557208036,0.662295289143795
47,0.783915612970512,0.805256992084334
48,0.718605725190897,0.821525646098586
49,0.704213342054354,0.739018585089915
50,0.710013242699702,0.966618092988048
51,0.949190816987706,0.760280953363031
52,0.821332118848131,0.845978693979969
53,1.00244554432229,0.759022601936129
54,1.02756279293802,0.818078729801087
55,0.683332997350506,0.897362791214633
56,0.780327648935372,1.01599334130816
57,0.922357400641856,0.945651661995316
58,0.985987515202277,0.756917583174472
59,0.728957092739601,0.676983796750849
60,0.807358062758156,0.859112334314166
61,0.720603622765629,0.903053975953323
62,0.265927892258439,0.427086590491511
63,0.186839853973301,0.319087152916488
64,0.56450770869589,0.504179010104693
65,0.45321188200074,0.317177378571058
66,0.528162625922656,0.368871916910327
67,0.387987057409159,0.275552647260212
68,0.361301409123059,0.259497569245165
69,0.631042715928073,0.569790375630645
70,0.310851632227508,0.242448175990895
71,0.296387750198849,0.378399832682656
72,0.277227361129894,0.465125624851116
73,0.277227361129894,0.465125624851116
74,0.341711105391744,0.346269415438999
75,0.359418623168084,0.339457057976904
76,0.465829199099046,0.520055525351391
77,0.360596061498231,0.463590964582865
78,0.370335528815025,0.349994129434011
79,0.405121170886824,0.370244449907039
80,0.263835254783705,0.384512607122948
81,0.217619699559539,0.327656149297438
82,0.326290906625028,0.447108387076736
83,0.495365220384486,0.425916165278684
84,0.48732375079557,0.387727307502788
85,0.613058092616135,0.674494327612934
86,0.517770863123645,0.459804252257535
87,0.36210268753061,0.343151853604797
88,0.705245569995547,0.841171970117975
89,0.419204131349654,0.389653260720916
90,0.292667266598656,0.397871719820696
91,0.523391001737234,0.465336445234441
92,0.438214221343967,0.324922498859687
93,0.411616226502642,0.339763180784652
94,0.461123998418066,0.373969987252206
95,0.217402393797681,0.283600685013215
96,0.217402393797681,0.283600685013215
97,0.338179683759394,0.353129496020451
98,0.379183590418206,0.369986981593865
99,0.35016038784119,0.447571079433045
100,0.353755788280897,0.40622949446862
101,0.264280461599235,0.276894009991958
102,0.417636263059608,0.44225549574755
103,0.472937534924094,0.460641232215025
104,0.694115117636686,0.766612064259821
105,0.370354691012937,0.260547046653597
106,0.544801567893353,0.391916506422409
107,0.373985006794702,0.321326184373286
108,0.37619488104779,0.312599438210818
109,0.330603115720589,0.283048706173634
110,0.439951503450265,0.497869539554686
111,0.406029821819073,0.406463961790032
112,0.362892002380991,0.338331209416744
113,0.338943229272969,0.230188633777424
114,0.516165197037342,0.471975664516766
115,0.514851685752821,0.53870340010806
116,0.281324921285579,0.275200064713356
117,0.307635231617443,0.294799505739597
118,0.373812125266356,0.394708130506456
119,0.499137834431007,0.439200842823991
120,0.422409941453162,0.306229588908072
121,0.633645307070123,0.680203044762561
122,0.345410052971063,0.292332511167457
123,0.336713522069149,0.355162768290507
124,0.394935649910984,0.280729181646881
125,0.473543662024066,0.507407975298508
126,0.39513372594909,0.408447963178063
127,0.520156568550151,0.385033438017375
128,0.352225713697654,0.415972465925789
129,0.334197355233633,0.312056582142936
130,0.334197355233633,0.312056582142936
131,0.386328404325944,0.397851155494542
132,0.326665726937009,0.504928552004169
133,0.386328404325944,0.397851155494542
134,0.309725303810013,0.34116383248906
135,0.389376722532055,0.585936295942952
136,0.305723689881887,0.370704588906789
137,0.295667971095015,0.256279969209363
138,0.337137276716352,0.591218440630626
139,0.295156936409354,0.25003608196552
140,1.07013543165274,0.960735669313106
141,0.38163845086252,0.611941690644906
142,0.321244685785669,0.14547406607136
143,0.305110019235412,0.141803193854584
144,0.332994538870475,0.373965339320858
145,0.386018077916749,0.467075840451508
146,0.47559381105975,0.394571881272776
147,0.321322698544903,0.374950781634642
148,0.693311324309917,0.87689485519706
149,0.389856716914399,0.433256560178437
150,0.347740843188102,0.338709392231723
151,0.344541293243776,0.309753314026953
152,0.346852782808144,0.318550051181091
153,0.495311562772713,0.466122704770879
154,0.374035626269855,0.384831904760155
155,0.334649537189139,0.339342090128074
156,0.549211136365028,0.458055642503229
157,0.32870520691391,0.396536519116253
158,0.64372955734155,0.687785395794554
159,0.504826367621936,0.553544955418935
160,0.387605661186104,0.375576055654578
161,0.366359774786323,0.36237102489207
162,0.346854373278084,0.318302330165058
163,0.367115131096793,0.411447297261734
164,0.548964531096402,0.711650448866351
165,0.410870873024304,0.333915681310975
166,0.496390124432383,0.421064830356553
167,0.516494280220393,0.453538051270904
168,0.403891150264431,0.439474870632349
169,0.322057757616921,0.29765019273176
170,0.368281311797412,0.37180043622887
171,0.457496267858753,0.423435911676577
172,0.315090190391476,0.355860915223254
173,0.309067144706672,0.342287615097053
174,0.331036629688889,0.316696971436632
175,0.507727310153938,0.578002393613924
176,0.328010270015036,0.329567956367776
177,0.185419885257516,0.310526956146806
178,0.275817218526201,0.409710618103095
179,0.202573986007892,0.288353964138953
180,0.519422744779975,0.496183902320628
181,0.348092383403147,0.264708432407376
182,0.729479982369574,0.636020069032453
183,0.311791989926914,0.34745190140557
184,0.373452551072041,0.442140436174295
185,0.335723592132413,0.365734447140082
186,0.511954721886425,0.522889142958967
187,0.483235549489376,0.500482542475625
188,0.447415258515707,0.457942052463588
189,0.190553201219764,0.58477033508472
190,0.31446834561196,0.4068966995886
191,0.41165534078771,0.544882447095991
192,0.336068381680523,0.268970262405962
193,0.307532310492171,0.320570929597251
194,0.646112508925167,0.479469332800039
195,0.654236745451085,0.559113170020996
196,0.464760767920013,0.436792991708405
197,0.484393446138819,0.543256429666879
198,0.420695859242283,0.521561595937194
199,0.315284122924858,0.438707565929055
200,0.462782676609831,0.485766628647825
201,0.504610141207171,0.24161501023482
202,0.331510629494703,0.27926221119054
203,0.276037630203627,0.404019900248767
204,0.299322800902961,0.371531600780166
205,0.431378157455937,0.349174218580387
