"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.08862651859601,1.19983619755181,3.06624502393083,5.13069202279138,4896,1
"mu_mu_C[1]",-0.870834508274397,-2.78852049309467,-0.898819356117766,1.13678062863191,5513,1.0008
"sigma_eps_E",0.562536098967343,0.478360049735775,0.561259160274833,0.656537991206654,2461,1.0006
"sigma_eps_C",0.218462706078034,0.122115432757804,0.213699199936489,0.341370391269347,1505,1.0024
"phi_E",0.463763974945777,0.248479700146236,0.469772771516859,0.646219531646799,1174,1.0109
"phi_C",0.833212455205803,0.59033374922821,0.853690478128014,0.960806469044731,1456,1.0037
"sigma_r_E",0.236841868083015,0.197707200157837,0.235988772222804,0.280766599931444,4507,1.0003
"sigma_r_C",1.05170166064643,1.00069410727745,1.05163755710325,1.10336009063048,14422,0.9997
"r_E",18.2676705416784,12.6855445431135,17.9563192980418,25.5832095679196,4512,1.0003
"r_C",0.905751050258049,0.82142034959179,0.904206916391344,0.998613230293145,14484,0.9997
"sigma_mu_E",1.06868248616055,0.0265335218331804,0.683568477826209,4.57297395294368,4218,1.0004
"sigma_mu_C",1.10262555205274,0.0315869416605359,0.694554466222571,4.87374420186921,7267,1.0006
"sigma_IE",0.489876314273424,0.118297797113363,0.470582816268645,0.951357582182118,4391,0.9999
"R_G",1.27133633772377,1.24378310747297,1.27120681952862,1.29976497649807,19454,0.9997
"R_T",0.498614864869501,0.0229404801122664,0.499654332491264,0.976443723433073,16686,0.9998
"B1",0.614627584919081,0.381929103201688,0.614257012955204,0.846690507859858,2661,1.0031
"B2",0.40858746771231,-0.170666345241074,0.40997509931639,0.979598368909689,5518,1.0004
"B1_C",-0.414078455856908,-0.561001883783312,-0.415747008619073,-0.262238961540871,9159,1.0001
