"label","C_width_baseline","C_width_covariates","C_width_pct_change","E_width_baseline","E_width_covariates","E_width_pct_change"
"shore_ring_net_only_Dungeness_Kept",2574.84346607026,2265.62448312433,-12.0092342319305,3873.09651869513,3263.15396239307,-15.7481889066775
"shore_all_gear_Dungeness_Kept",5763.9879300586,5888.61448361974,2.16215847557951,14244.9687937384,14828.0964266857,4.09356904455665
"private_boat_all_gear_Dungeness_Kept",13237.0305033831,11129.9963096307,-15.9177256048018,11065.1986891043,11426.7618855274,3.26757075568004
