"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.68880792879274,0.0485354074565697,2.7193443508327,5.17401350200604,6550,1.0001
"mu_mu_C[1]",0.625528308809619,-2.23856179078611,0.86540114134532,2.43512070199961,5117,1.0002
"sigma_eps_E",1.03136861945499,0.595641186942052,0.974764762358897,1.80922751624884,3861,1.0011
"sigma_eps_C",0.416228922262682,0.0977585872213071,0.397861072613505,0.83793191583597,2828,1.0019
"phi_E",0.671732980407092,0.21032019533495,0.702627890602045,0.93793089328551,4515,1.001
"phi_C",-0.13462228751114,-0.79264972588058,-0.173260013509522,0.705424882666553,5724,0.9998
"sigma_r_E",0.930212327568069,0.813399525972498,0.927346006168239,1.06203709960909,18139,0.9998
"sigma_r_C",0.770253380552923,0.650804786542899,0.767345070021088,0.905231182504868,10543,1.0002
"r_E",1.17154668634542,0.886585499883195,1.16283042990352,1.51144438623827,18659,0.9998
"r_C",1.72084707004585,1.22034039886292,1.69831633060895,2.36101378711269,10927,1.0002
"sigma_mu_E",1.24276692082742,0.0303855901444922,0.720982875923352,5.77917541735978,7698,0.9998
"sigma_mu_C",1.33886928809866,0.0320216633008495,0.788389501064665,6.17593258535707,6235,1.0004
"sigma_IE",0.197411735782409,0.00495552798688227,0.136376227579504,0.723253583315484,17418,0.9998
"R_G",1.27752315564063,0.679085672225957,1.21960051540321,2.18892689502241,19473,0.9998
"R_G_boat",3.55127118419693,3.23519586707563,3.54804304772655,3.88648323174138,23002,0.9998
"B1",0.264795755385017,-0.0506156957381689,0.265680580704837,0.584978693154682,18417,0.9999
"B2",0.535930098808022,-0.180249352896788,0.52606077954037,1.30388098077322,20074,0.9998
"B1_C",-0.025500035441939,-0.327272662742673,-0.0272788221496661,0.274162718103401,15822,1.0001
