"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",1673,1301,2293,1200,933,1656
"2024-10",3224,2658,4006,2250,1857,2800
"2024-11",2490,1908,3271,1858,1450,2406
"2024-12",9624,8774,10737,2254,1787,2875
"2025-01",7168,6640,7904,2252,1772,2890
"2025-02",1678,1390,2115,1453,1103,1933
"2025-03",1530,1078,2389,1663,1384,1989
"2025-04",3353,2461,4996,3224,2644,3951
"2025-05",8110,5488,13676,3932,3253,4835
"2025-06",4121,2682,7095,2951,2275,3894
"2025-07",12834,7610,24478,7904,6130,10874
"2025-08",19454,12695,31391,8927,7135,11449
"2025-09",5796,3409,10559,3612,2736,4998
