"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,4,0.972582146168051,5.909,6,61.324,0.0891321934540982,0.904994468216793,FALSE
2,2000,5,0.968403153584068,5.784,6,58.0795,0.0913654786927986,0.89563246909219,FALSE
3,2000,12,0.915624449960487,4.991,5,30.92,0.134519560358448,0.958089976246637,FALSE
4,2000,1,0.959421702474147,5.023,6,34.2085,0.101437748607069,0.907210603169918,FALSE
