"fit","n_obs","h_min","h_median","h_max","cpue_ratio_of_sums","cpue_model_implied","cpue_mean_of_ratios","model_position_0rs_1mor","estimator_drift_flag","effort_unit","implied_catch_per_day"
"private_boat_all_gear_Dungeness_Kept",131,1,4,7,3.35698924731183,2.9317227339125,3.56619411123228,-2.03277545956593,FALSE,"gear-deployments",112.191821806234
