"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.79066601553107,0.87516159533643,2.79013713569871,4.67811238889475,888,1.0025
"mu_mu_C[1]",1.05915217974394,0.635973658552476,1.06669458378199,1.43964920538062,1231,1.0005
"sigma_eps_E",1.09182649660875,0.626416844374731,1.02228437656065,1.94318745093635,1053,1.0012
"sigma_eps_C",0.436272884187047,0.12388500681094,0.409810684807331,0.901859959663324,1141,1.0015
"phi_E",0.655142862965881,0.156411953702954,0.688546946156479,0.939026292160911,837,1.0019
"phi_C",-0.128140328204107,-0.787003275358971,-0.16697555397959,0.677756855819328,1407,1.0006
"sigma_r_E",0.929976550939985,0.819467921677356,0.928574597350551,1.06498138650287,3231,0.9999
"sigma_r_C",0.772977721493622,0.65425288432259,0.76983053789745,0.920917940270499,1203,1.004
"r_E",1.17201043321909,0.88169010242291,1.15975540299267,1.48914200565905,2832,1.0001
"r_C",1.70997673022063,1.1791203455178,1.68736769592294,2.33619295396399,1652,1.003
"sigma_mu_E",11.8061925754563,0.0810451973245845,2.02710138315678,53.054219571172,2930,1.0003
"sigma_mu_C",20.7421282784695,0.069923436376411,2.01631289314527,60.9733133234596,2486,1.0008
"sigma_IE",0.197008515812911,0.00545887799519525,0.139073410711846,0.735985711497515,4541,1
"R_G",1.35004029194849,0.707220494475389,1.27649265575288,2.31043929907517,4935,0.9995
"R_G_boat",3.55024624190987,3.24205270292786,3.54565363572427,3.87997867342516,4827,0.9994
"B1",0.26872274397202,-0.0572034102768638,0.266764913445834,0.594188520761049,5695,0.9994
"B2",0.524433871587933,-0.173432931803829,0.517089455039119,1.28739756509032,4529,1.0006
"B1_C",-0.0235346983156319,-0.32350185381424,-0.0265085053555322,0.274479129035094,2859,1.0016
