"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,1000,3,0.927637812940818,5.996,6,62.947,0.0608172170125689,1.07228682306951,FALSE
2,1000,18,0.873667849597509,5.964,6,62.333,0.0707249017466406,0.922675267317539,FALSE
3,1000,24,0.907029124632431,5.914,6,61.705,0.0538403610349417,0.994040142741398,FALSE
4,1000,2,0.941753487045462,5.998,6,62.968,0.0547565690485108,1.01076147266927,FALSE
