"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"catch",1,2,"2024-12-02",6,-2.7066,0.0817,0.062,-2.7132
"catch",2,3,"2024-12-03",11,-3.2942,0.0936,0.069,-3.303
"catch",3,3,"2024-12-03",18,-3.7335,0.0922,0.058,-3.742
"catch",4,3,"2024-12-03",12,-3.3468,0.0893,0.061,-3.3547
"catch",5,3,"2024-12-03",30,-5.0909,0.3544,0.23,-5.2178
"catch",6,4,"2024-12-04",18,-3.7335,0.0922,0.058,-3.742
"catch",7,4,"2024-12-04",24,-3.9768,0.0891,0.076,-3.9848
"catch",8,4,"2024-12-04",18,-3.7335,0.0922,0.058,-3.742
"catch",9,4,"2024-12-04",12,-3.3468,0.0893,0.061,-3.3547
"catch",10,4,"2024-12-04",6,-2.7066,0.0817,0.062,-2.7132
"catch",11,4,"2024-12-04",18,-3.699,0.0862,0.085,-3.7064
"catch",12,4,"2024-12-04",18,-3.699,0.0862,0.085,-3.7064
"catch",13,5,"2024-12-05",18,-3.7335,0.0922,0.058,-3.742
"catch",14,5,"2024-12-05",12,-3.3468,0.0893,0.061,-3.3547
"catch",15,6,"2024-12-06",11,-3.2786,0.0959,0.088,-3.2878
"catch",16,6,"2024-12-06",18,-3.7232,0.0933,0.047,-3.7319
"catch",17,6,"2024-12-06",18,-4.4454,0.3445,0.256,-4.5656
"catch",18,6,"2024-12-06",24,-4.046,0.1211,0.219,-4.0607
"catch",19,7,"2024-12-07",24,-4.1978,0.1819,0.203,-4.231
"catch",20,10,"2024-12-10",1,-2.5167,0.2858,0.096,-2.5996
"catch",21,11,"2024-12-11",12,-3.4669,0.1658,0.14,-3.4945
"catch",22,12,"2024-12-12",24,-3.9899,0.0954,0.188,-3.999
"catch",23,12,"2024-12-12",18,-4.3158,0.3585,0.326,-4.4467
"catch",24,13,"2024-12-13",9,-3.0879,0.1079,0.227,-3.0996
"catch",25,18,"2024-12-18",0,-3.5413,0.4896,0.065,-3.7844
"catch",26,18,"2024-12-18",18,-3.7329,0.1033,0.229,-3.7435
"catch",27,18,"2024-12-18",12,-3.3461,0.1001,0.235,-3.3561
"catch",28,20,"2024-12-20",24,-4.2572,0.2604,0.336,-4.3274
"catch",29,21,"2024-12-21",24,-4.2572,0.2604,0.336,-4.3274
"catch",30,22,"2024-12-22",5,-2.5763,0.1017,0.139,-2.5866
"catch",31,27,"2024-12-27",12,-3.3787,0.1181,0.12,-3.3927
"catch",32,28,"2024-12-28",18,-3.7216,0.0993,0.176,-3.7315
"catch",33,28,"2024-12-28",24,-5.0989,0.5463,0.227,-5.3976
"catch",34,28,"2024-12-28",12,-3.5961,0.1835,0.162,-3.6301
"catch",35,28,"2024-12-28",40,-5.2639,0.4477,0.249,-5.4649
"catch",36,28,"2024-12-28",20,-3.8534,0.118,0.101,-3.8673
"catch",37,31,"2024-12-31",16,-3.6316,0.131,0.355,-3.649
"catch",38,31,"2024-12-31",18,-3.7889,0.1694,0.347,-3.8184
"catch",39,31,"2024-12-31",0,-3.0596,0.4332,0.175,-3.2495
"catch",40,31,"2024-12-31",24,-3.9977,0.1069,0.424,-4.0093
"catch",41,32,"2025-01-01",24,-3.996,0.0991,0.155,-4.0059
"catch",42,33,"2025-01-02",24,-5.036,0.5367,0.388,-5.3287
"catch",43,33,"2025-01-02",12,-3.3891,0.1257,0.142,-3.405
"catch",44,34,"2025-01-03",48,-4.9462,0.2581,0.266,-5.0133
"catch",45,38,"2025-01-07",10,-3.1521,0.0859,0.124,-3.1595
"catch",46,38,"2025-01-07",12,-3.3412,0.0944,0.19,-3.3501
"catch",47,38,"2025-01-07",20,-4.7359,0.4395,0.239,-4.9357
"catch",48,38,"2025-01-07",0,-2.6677,0.3425,0.166,-2.786
"catch",49,39,"2025-01-08",12,-3.3412,0.0944,0.19,-3.3501
"catch",50,39,"2025-01-08",18,-3.7277,0.0974,0.189,-3.7372
"catch",51,39,"2025-01-08",6,-2.7015,0.0864,0.194,-2.7089
