"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",35342,46224,41262,53171
"Dungeness_Kept","Expected_Catch",56665,94971,77298,120871
"Dungeness_Kept","Predictive_Catch",NA,94953,77231,120748
