"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.615384615384615,0.980769230769231,0.495432692307692,0.240327962781217,52,52
"catch",0.569377990430622,0.990430622009569,0.507725279106858,0.29606760536035,627,627
