"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,0,0,0,0,0,0,0,FALSE,4.37390307189157,1.91870307786128
2,"2024-12-02","2024-12-02",1,1,1,1,1,1,1,0,TRUE,3.18669609899057,1.59142957959834
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,4,0,TRUE,2.8293297765468,1.48778755661398
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,7,0,TRUE,2.60604879745086,1.24252849582661
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,2,0,TRUE,2.67841668578559,1.57619784196693
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,4,0,TRUE,2.85471822654557,1.44726029868361
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,1,0,TRUE,2.99686085798253,1.84521140728842
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,3.96892864762007,1.85969811142762
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,4.13017972170927,1.85408264865603
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,1,0,TRUE,3.47227164984579,1.85196100040767
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,1,0,TRUE,3.57042151421552,1.83265039482222
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,2,0,TRUE,3.38800246967256,1.49853923422451
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,1,0,TRUE,3.58397293411431,1.62026506230519
14,"2024-12-14","2024-12-14",1,1,0,1,0,1,0,0,TRUE,3.42812361634566,1.85016897429238
15,"2024-12-15","2024-12-15",1,1,0,1,0,1,0,0,TRUE,3.21287130019057,1.88069338159367
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,3.99598995400096,1.83733307731134
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,3.91240609073586,1.87028524434103
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,3,0,TRUE,2.89624753342443,1.71202884186484
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,3.59584759975208,1.86306755129255
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,1,0,TRUE,3.10999130081165,1.77107713179564
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,1,0,TRUE,3.11672587560542,1.62495239611766
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,1,0,TRUE,3.07135433664208,1.82088329633347
23,"2024-12-23","2024-12-23",1,1,0,1,0,1,0,0,TRUE,3.03670721164225,1.9102425324758
24,"2024-12-24","2024-12-24",1,1,0,1,0,1,0,0,TRUE,3.20082900099446,1.99888996235598
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,3.78902978535012,1.93576857605943
26,"2024-12-26","2024-12-26",1,1,0,1,0,1,0,0,TRUE,3.34709567057785,2.09431851494087
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,1,0,TRUE,2.92252767973222,1.79294888429961
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,5,0,TRUE,2.73702806857534,1.51998805838589
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,3.798373569942,1.83905185723895
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,3.99363106764147,1.86700025088446
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,4,0,TRUE,3.18486113808304,1.51855971581569
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,1,0,TRUE,3.12818644405482,1.70848114201271
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,2,0,TRUE,3.46587908915603,1.50770210670441
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,1,0,TRUE,3.68930597703938,1.91515617231556
35,"2025-01-04","2025-01-04",1,1,0,1,0,1,0,0,TRUE,3.97293826085615,1.87502344967937
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,4.41447939433661,1.84615374797303
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,4.20250346767681,1.79612368878104
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,3.34254906778517,1.40597258662239
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,2.87698330777111,1.45064513262085
40,"2025-01-09","2025-01-09",1,1,0,1,0,1,0,0,TRUE,3.01479305662195,1.84071282476902
41,"2025-01-10","2025-01-10",1,1,0,1,0,1,0,0,TRUE,3.08826445026879,1.8966137026025
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,1,0,TRUE,3.15534923067386,1.83306818973975
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,3.96470910128585,1.91529359921179
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,3.810056404294,1.94235221918809
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,3,0,TRUE,2.81102277761324,1.551838680332
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,3.58025460160717,2.07548333443161
47,"2025-01-16","2025-01-16",1,1,0,1,0,1,0,0,TRUE,3.11741275039278,1.96399860807169
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,2,0,TRUE,2.75534697187575,1.68128030466748
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,5,0,TRUE,2.81782551376931,1.50797823124589
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,3.93668352299204,2.02998918581451
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,4.00575292870711,2.06298962702143
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,1,0,TRUE,3.31015530945056,1.70178765516988
53,"2025-01-22","2025-01-22",1,1,1,1,1,1,1,0,TRUE,3.25544550843352,1.73176417485465
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,1,0,TRUE,3.39698909679084,1.72500989156998
55,"2025-01-24","2025-01-24",1,1,1,1,1,1,1,0,TRUE,3.27061901224452,1.59621815248013
56,"2025-01-25","2025-01-25",1,1,1,1,1,1,3,0,TRUE,3.37873684566383,1.70976706060407
57,"2025-01-26","2025-01-26",1,0,0,0,0,0,0,0,FALSE,4.20521770506023,1.90115119440938
58,"2025-01-27","2025-01-27",1,0,0,0,0,0,0,0,FALSE,4.58702408654276,1.79692417123813
59,"2025-01-28","2025-01-28",1,0,0,0,0,0,0,0,FALSE,4.22789843894688,1.79486129562847
60,"2025-01-29","2025-01-29",1,1,1,1,1,1,5,0,TRUE,3.2553717502003,1.444303256987
61,"2025-01-30","2025-01-30",1,1,0,1,0,1,0,0,TRUE,3.50323479731966,1.83939816456921
62,"2025-01-31","2025-01-31",1,1,0,1,0,1,0,0,TRUE,3.89115176621239,1.91198088720025
63,"2025-02-01","2025-02-01",1,1,0,1,0,1,0,0,TRUE,4.16698938259328,1.92306961777796
64,"2025-02-02","2025-02-02",1,0,0,0,0,0,0,0,FALSE,4.83981272174753,1.89044899028913
65,"2025-02-03","2025-02-03",1,0,0,0,0,0,0,0,FALSE,5.06435796831938,1.91513048221899
66,"2025-02-04","2025-02-04",1,0,0,0,0,0,0,0,FALSE,4.97622197069855,1.98187901700348
67,"2025-02-05","2025-02-05",1,1,0,1,0,1,0,0,TRUE,4.45600432745299,1.91417104299863
68,"2025-02-06","2025-02-06",1,1,0,1,0,1,0,0,TRUE,4.1627516953919,1.90658866831291
69,"2025-02-07","2025-02-07",1,1,0,1,0,1,0,0,TRUE,3.82279263152725,1.95861148583391
70,"2025-02-08","2025-02-08",1,1,1,1,1,1,1,0,TRUE,3.5521203001497,1.91009176805605
71,"2025-02-09","2025-02-09",1,0,0,0,0,0,0,0,FALSE,4.23681372461357,1.95344017324696
72,"2025-02-10","2025-02-10",1,0,0,0,0,0,0,0,FALSE,4.21273331654549,1.90623508850209
73,"2025-02-11","2025-02-11",1,1,0,1,0,1,0,0,TRUE,3.76050726496227,1.88851354254514
74,"2025-02-12","2025-02-12",1,1,0,1,0,1,0,0,TRUE,3.59769276631616,1.90506048941583
75,"2025-02-13","2025-02-13",1,0,0,0,0,0,0,0,FALSE,3.94952157865479,1.80847778824688
76,"2025-02-14","2025-02-14",1,1,1,1,1,1,1,0,TRUE,3.33992304013712,1.64940360572258
77,"2025-02-15","2025-02-15",1,1,1,1,1,1,2,0,TRUE,3.28725455641077,1.63721170469146
78,"2025-02-16","2025-02-16",1,0,0,0,0,0,0,0,FALSE,4.32266822968038,1.856271789938
79,"2025-02-17","2025-02-17",1,0,0,0,0,0,0,0,FALSE,4.68300825311312,1.85063614166568
80,"2025-02-18","2025-02-18",1,0,0,0,0,0,0,0,FALSE,4.67828577116049,1.88621376661909
81,"2025-02-19","2025-02-19",1,1,0,1,0,1,0,0,TRUE,4.14593488640535,1.89564910484309
82,"2025-02-20","2025-02-20",1,1,0,1,0,1,0,0,TRUE,3.97067345163517,1.9174820519814
83,"2025-02-21","2025-02-21",1,1,0,1,0,1,0,0,TRUE,3.81604532400227,1.9390310970631
84,"2025-02-22","2025-02-22",1,1,0,1,0,1,0,0,TRUE,3.78139408191669,1.96472302345914
85,"2025-02-23","2025-02-23",1,0,0,0,0,0,0,0,FALSE,4.37263762465343,1.96122771802861
86,"2025-02-24","2025-02-24",1,0,0,0,0,0,0,0,FALSE,4.31309501805754,1.94134936595803
87,"2025-02-25","2025-02-25",1,1,0,1,0,1,0,0,TRUE,3.6404986204611,1.93272997213542
88,"2025-02-26","2025-02-26",1,1,1,1,1,1,1,0,TRUE,3.35739644628056,1.95009718283305
89,"2025-02-27","2025-02-27",1,1,0,1,0,1,0,0,TRUE,3.52653889947871,1.98035945806208
90,"2025-02-28","2025-02-28",1,1,0,1,0,1,0,0,TRUE,3.47920084623398,2.02287930659228
91,"2025-03-01","2025-03-01",1,1,1,1,1,1,4,0,TRUE,3.49591565884819,1.81729448751716
92,"2025-03-02","2025-03-02",1,0,0,0,0,0,0,0,FALSE,4.26927682719167,2.06068074099566
93,"2025-03-03","2025-03-03",1,0,0,0,0,0,0,0,FALSE,4.3428780660505,1.91297999808583
94,"2025-03-04","2025-03-04",1,1,0,1,0,1,0,0,TRUE,3.9428839972982,1.92811303293319
95,"2025-03-05","2025-03-05",1,1,0,1,0,1,0,0,TRUE,3.78702717740868,1.91271906320371
96,"2025-03-06","2025-03-06",1,1,0,1,0,1,0,0,TRUE,3.72334476009197,1.88915176925627
97,"2025-03-07","2025-03-07",1,0,0,0,0,0,0,0,FALSE,4.23268936778537,1.9893917924298
98,"2025-03-08","2025-03-08",1,1,0,1,0,1,0,0,TRUE,3.97317146182262,1.95983617660018
99,"2025-03-09","2025-03-09",1,0,0,0,0,0,0,0,FALSE,4.31096238822226,1.9111158376074
100,"2025-03-10","2025-03-10",1,0,0,0,0,0,0,0,FALSE,4.11447669764901,1.93490550383462
101,"2025-03-11","2025-03-11",1,1,0,1,0,1,0,0,TRUE,3.30441503309797,1.94222828491552
102,"2025-03-12","2025-03-12",1,1,0,1,0,1,0,0,TRUE,3.32646543523196,1.96535422709494
103,"2025-03-13","2025-03-13",1,0,0,0,0,0,0,0,FALSE,3.90501924601323,1.91314670632447
104,"2025-03-14","2025-03-14",1,1,0,1,0,1,0,0,TRUE,3.53097434949615,1.99072637475049
105,"2025-03-15","2025-03-15",1,1,0,1,0,1,0,0,TRUE,3.72494900359531,1.93147951918933
106,"2025-03-16","2025-03-16",1,0,0,0,0,0,0,0,FALSE,4.25921830835392,1.94955429666384
107,"2025-03-17","2025-03-17",1,0,0,0,0,0,0,0,FALSE,4.2094997678834,1.9030130181208
108,"2025-03-18","2025-03-18",1,1,0,1,0,1,0,0,TRUE,3.37345234116768,1.91300977271708
109,"2025-03-19","2025-03-19",1,1,0,1,0,2,0,0,TRUE,3.32004215307293,1.94567725108099
110,"2025-03-20","2025-03-20",1,1,0,1,0,1,0,0,TRUE,3.40268102958728,1.8882680805132
111,"2025-03-21","2025-03-21",1,1,0,1,0,1,0,0,TRUE,3.21339347819959,1.91600120529032
112,"2025-03-22","2025-03-22",1,1,0,1,0,2,0,0,TRUE,2.52299224905275,1.90636266259338
113,"2025-03-23","2025-03-23",1,1,0,1,0,1,0,0,TRUE,3.03350788470298,1.89192648524649
114,"2025-03-24","2025-03-24",1,0,0,0,0,0,0,0,FALSE,3.52030975652528,1.92915082038332
115,"2025-03-25","2025-03-25",1,1,1,1,1,1,2,0,TRUE,2.64133836496276,1.58082435384199
116,"2025-03-26","2025-03-26",1,0,0,0,0,0,0,0,FALSE,3.71738187989143,1.88062142385004
117,"2025-03-27","2025-03-27",1,1,0,1,0,1,0,0,TRUE,3.606699622171,1.90399137505752
118,"2025-03-28","2025-03-28",1,1,0,1,0,1,0,0,TRUE,3.74101003981703,1.88391279792029
119,"2025-03-29","2025-03-29",1,0,0,0,0,0,0,0,FALSE,4.4018876757374,1.86023698052021
120,"2025-03-30","2025-03-30",1,0,0,0,0,0,0,0,FALSE,4.51670034650926,1.89571882887827
121,"2025-03-31","2025-03-31",1,0,0,0,0,0,0,0,FALSE,4.19878200574731,1.88999894534818
122,"2025-04-01","2025-04-01",1,1,0,1,0,1,0,0,TRUE,3.2120143281653,1.89312464969144
123,"2025-04-02","2025-04-02",1,1,0,1,0,1,0,0,TRUE,2.87593392937379,1.8338349162021
124,"2025-04-03","2025-04-03",1,1,0,1,0,1,0,0,TRUE,2.46626760122393,1.88182968447137
125,"2025-04-04","2025-04-04",1,1,1,1,1,2,3,0,TRUE,2.14476346194729,1.44171698433585
126,"2025-04-05","2025-04-05",1,1,1,1,1,1,3,0,TRUE,2.34147948953915,1.53365354688309
127,"2025-04-06","2025-04-06",1,0,0,0,0,0,0,0,FALSE,3.89102863347546,1.79417008589944
128,"2025-04-07","2025-04-07",1,0,0,0,0,0,0,0,FALSE,4.50817819724841,1.86703188972578
129,"2025-04-08","2025-04-08",1,0,0,0,0,0,0,0,FALSE,4.51119763277308,1.86689238362939
130,"2025-04-09","2025-04-09",1,0,0,0,0,0,0,0,FALSE,4.31594030411904,1.90849885043976
131,"2025-04-10","2025-04-10",1,1,0,1,0,1,0,0,TRUE,3.35548697687303,1.91563156170612
132,"2025-04-11","2025-04-11",1,1,0,1,0,1,0,0,TRUE,3.20066751824569,1.9068232503514
133,"2025-04-12","2025-04-12",1,0,0,0,0,0,0,0,FALSE,4.1306272863111,1.84769713287065
134,"2025-04-13","2025-04-13",1,0,0,0,0,0,0,0,FALSE,4.50477290979082,1.86285427768231
135,"2025-04-14","2025-04-14",1,0,0,0,0,0,0,0,FALSE,4.14890162859178,1.87630604416921
136,"2025-04-15","2025-04-15",1,1,1,1,1,1,1,0,TRUE,3.20093206335735,1.870385018275
137,"2025-04-16","2025-04-16",1,0,0,0,0,0,0,0,FALSE,4.17960278397948,1.87826608359021
138,"2025-04-17","2025-04-17",1,0,0,0,0,0,0,0,FALSE,4.42939779077447,1.9115411584241
139,"2025-04-18","2025-04-18",1,0,0,0,0,0,0,0,FALSE,4.03846665753222,1.84058101958641
140,"2025-04-19","2025-04-19",1,1,1,1,1,1,1,0,TRUE,3.12569140559157,1.77737711962609
141,"2025-04-20","2025-04-20",1,0,0,0,0,0,0,0,FALSE,4.04510421855119,1.83740579196443
142,"2025-04-21","2025-04-21",1,0,0,0,0,0,0,0,FALSE,4.2688453112819,1.86174081446516
143,"2025-04-22","2025-04-22",1,0,0,0,0,0,0,0,FALSE,3.86014842222086,1.84245031423081
144,"2025-04-23","2025-04-23",1,1,1,1,1,1,1,0,TRUE,2.39772384918348,1.69909034636425
145,"2025-04-24","2025-04-24",1,1,1,1,1,2,1,0,TRUE,2.2769755445164,1.69883508129641
146,"2025-04-25","2025-04-25",1,1,0,1,0,1,0,0,TRUE,2.49403487384993,1.94528085957313
147,"2025-04-26","2025-04-26",1,0,0,0,0,0,0,0,FALSE,3.81822097336211,1.96190295461823
148,"2025-04-27","2025-04-27",1,0,0,0,0,0,0,0,FALSE,4.1642655290173,1.91642671000236
149,"2025-04-28","2025-04-28",1,0,0,0,0,0,0,0,FALSE,3.82242384822184,1.93862819501769
150,"2025-04-29","2025-04-29",1,1,0,1,0,2,0,0,TRUE,2.41444651344892,1.82728162719808
151,"2025-04-30","2025-04-30",1,1,1,1,1,1,1,0,TRUE,2.36282087191188,1.67748083490457
152,"2025-05-01","2025-05-01",1,1,1,1,1,2,3,0,TRUE,2.04908441690045,1.43716070100791
153,"2025-05-02","2025-05-02",1,1,1,1,1,2,1,0,TRUE,2.30183240665287,1.57313979015627
154,"2025-05-03","2025-05-03",1,1,0,1,0,1,0,0,TRUE,2.51184191388119,1.81016624369088
155,"2025-05-04","2025-05-04",1,1,1,1,1,2,1,0,TRUE,2.26033150601675,1.72709575827958
156,"2025-05-05","2025-05-05",1,0,0,0,0,0,0,0,FALSE,3.70040118925952,1.86117235015843
157,"2025-05-06","2025-05-06",1,0,0,0,0,0,0,0,FALSE,3.88576352437396,1.89165069166098
158,"2025-05-07","2025-05-07",1,1,0,1,0,3,0,0,TRUE,3.03689513859576,1.94016210162761
159,"2025-05-08","2025-05-08",1,0,0,0,0,0,0,0,FALSE,4.27552112792892,1.87243697311187
160,"2025-05-09","2025-05-09",1,0,0,0,0,0,0,0,FALSE,4.78342971518878,1.87874386347017
161,"2025-05-10","2025-05-10",1,0,0,0,0,0,0,0,FALSE,4.9030322521922,1.88243724751723
162,"2025-05-11","2025-05-11",1,0,0,0,0,0,0,0,FALSE,4.75197782678358,1.8957957207322
163,"2025-05-12","2025-05-12",1,0,0,0,0,0,0,0,FALSE,4.11497566696883,1.80586094165347
