"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-09-16","2024-09-16",1,0,0,0,0,0,0,0,FALSE,1.07776815491391,0.874022953321355
2,"2024-09-17","2024-09-17",1,1,1,1,1,1,10,0,TRUE,0.877528065373203,0.737995657198837
3,"2024-09-18","2024-09-18",1,1,1,1,1,1,13,0,TRUE,0.90699577051477,0.705148077561433
4,"2024-09-19","2024-09-19",1,1,1,1,1,1,16,0,TRUE,0.930904528535186,0.660006852659641
5,"2024-09-20","2024-09-20",1,1,1,1,1,1,8,0,TRUE,0.929727860508036,0.744860042805324
6,"2024-09-21","2024-09-21",1,1,1,1,1,1,22,0,TRUE,0.881805248310494,0.693588890618862
7,"2024-09-22","2024-09-22",1,0,0,0,0,0,0,0,FALSE,1.01184738054471,0.888869058935328
8,"2024-09-23","2024-09-23",1,0,0,0,0,0,0,0,FALSE,1.04948939085272,0.849865341883847
9,"2024-09-24","2024-09-24",1,1,1,1,1,1,13,0,TRUE,0.907185222237102,0.700226988288177
10,"2024-09-25","2024-09-25",1,1,1,1,1,1,8,0,TRUE,0.997096996161578,0.826251335586975
11,"2024-09-26","2024-09-26",1,0,0,0,0,0,0,0,FALSE,1.01534530039202,0.872479767182754
12,"2024-09-27","2024-09-27",1,1,1,1,1,1,14,0,TRUE,0.875869127653635,0.655113054174247
13,"2024-09-28","2024-09-28",1,1,1,1,1,1,42,0,TRUE,0.970977758204781,0.530624349469044
14,"2024-09-29","2024-09-29",1,0,0,0,0,0,0,0,FALSE,1.11694132012523,0.861955542418283
15,"2024-09-30","2024-09-30",1,0,0,0,0,0,0,0,FALSE,1.09031557540109,0.899168324682745
16,"2024-10-01","2024-10-01",1,1,1,1,1,1,12,0,TRUE,0.877524463998155,0.736176764817337
17,"2024-10-02","2024-10-02",1,0,0,0,0,0,0,0,FALSE,1.06377101683035,0.862103867698096
18,"2024-10-03","2024-10-03",1,1,1,1,1,1,22,0,TRUE,0.898358595450191,0.65212140005295
19,"2024-10-04","2024-10-04",1,1,1,1,1,1,13,0,TRUE,0.914226780858261,0.689553487778049
20,"2024-10-05","2024-10-05",1,1,1,1,1,1,25,0,TRUE,0.924001407082786,0.635405890305804
21,"2024-10-06","2024-10-06",1,0,0,0,0,0,0,0,FALSE,1.05573702572967,0.832239213797339
22,"2024-10-07","2024-10-07",1,0,0,0,0,0,0,0,FALSE,1.06224771277958,0.861211495429478
23,"2024-10-08","2024-10-08",1,1,1,1,1,1,11,0,TRUE,0.851798749470796,0.646313738630371
24,"2024-10-09","2024-10-09",1,1,1,1,1,1,14,0,TRUE,0.845732995466774,0.666979301650646
25,"2024-10-10","2024-10-10",1,0,0,0,0,0,0,0,FALSE,1.06179906865897,0.872461951684538
26,"2024-10-11","2024-10-11",1,1,1,1,1,1,11,0,TRUE,1.06028589918649,0.739406615724927
27,"2024-10-12","2024-10-12",1,1,1,1,1,1,16,0,TRUE,0.859339644566192,0.697852141210215
28,"2024-10-13","2024-10-13",1,1,1,1,1,1,17,0,TRUE,0.927285785882057,0.664579610626251
29,"2024-10-14","2024-10-14",1,0,0,0,0,0,0,0,FALSE,1.03273768909842,0.845416353564143
30,"2024-10-15","2024-10-15",1,1,1,1,1,1,14,0,TRUE,0.873638872399735,0.670934137732927
31,"2024-10-16","2024-10-16",1,1,1,1,1,1,16,0,TRUE,0.920949350173338,0.635847001580615
32,"2024-10-17","2024-10-17",1,1,1,1,1,1,28,0,TRUE,0.896373844626317,0.576268822508068
33,"2024-10-18","2024-10-18",1,1,1,1,1,1,25,0,TRUE,0.819693110086759,0.619085204655264
34,"2024-10-19","2024-10-19",1,1,1,1,1,1,30,0,TRUE,0.856075817303739,0.607994720984448
35,"2024-10-20","2024-10-20",1,0,0,0,0,0,0,0,FALSE,1.01527587666017,0.952523088145183
36,"2024-10-21","2024-10-21",1,1,1,1,1,1,15,1,TRUE,0.687242097351022,0.783720498484212
37,"2024-10-22","2024-10-22",1,1,1,1,1,1,15,0,TRUE,0.848655416099844,0.715500478907219
38,"2024-10-23","2024-10-23",1,1,1,1,1,1,12,0,TRUE,0.87997672052144,0.691265221629496
