"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,166476,147170,199545
"Dungeness_Kept","Expected_Catch",100846,100420,77900,136751
"Dungeness_Kept","Predictive_Catch",NA,100404,77863,136900
