"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",3402,3097,3919,6177,5722,6980
"2024-10",6068,5562,6761,10984,10240,12026
"2024-11",3403,2834,4182,5615,4801,6635
"2024-12",10214,9317,11589,6488,5408,8016
"2025-01",7383,6804,8374,5700,4659,7214
"2025-02",1778,1467,2280,3542,2806,4658
"2025-03",2138,1530,3348,5278,4282,6751
"2025-04",4883,3396,7768,10126,8107,13164
"2025-05",6018,4056,9974,11488,9082,15697
"2025-06",6594,3620,15219,12997,8897,22325
"2025-07",19814,10188,42303,35757,24683,60979
"2025-08",17798,9648,32837,33948,26099,47543
"2025-09",8327,4042,16453,15756,11823,22307
