"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-227.703848452686,6.26596700357559,11.3384705505499,13,-216.37
"catch",856,-1927.58037320455,33.3568350732508,23.5112898494842,0,-1904.07
