"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,0.997634041298553,0.836460055080375
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,2.14943972083938,1.05813758118931
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,11,0,TRUE,1.12427657769316,0.921150330196259
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,13,0,TRUE,1.06981304530463,0.903663113415529
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,10,0,TRUE,1.14618441808485,1.03528781046534
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,11,1,TRUE,0.970333350863013,1.03455565163412
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,4,0,TRUE,1.14892954928371,1.10441888330579
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,2.31675448892381,1.24881782431364
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,2.39330989351854,1.23178428634188
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,9,0,TRUE,1.15631566638686,1.07750774328707
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,6,0,TRUE,1.1746628490897,1.00016333693025
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,1.03523100392626,0.873071416658064
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,11,0,TRUE,1.15470392174135,0.915390195476876
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,6,0,TRUE,1.07295913854893,0.969010689880941
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,6,0,TRUE,1.10197991462513,1.19363917181036
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,2.35281963857026,1.34995514187484
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,2.31856345006167,1.29828222729259
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,6,0,TRUE,1.10069663227998,1.08736761941513
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,2.16755759763404,1.1626912829214
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,8,0,TRUE,1.14842829926954,1.01501450806226
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,6,0,TRUE,1.17908830619197,1.06256478968755
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,5,0,TRUE,1.17339645782046,1.11052764495311
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,9,0,TRUE,1.10022205062132,1.01754149788692
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,6,0,TRUE,1.12405951766807,1.06867000355495
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,2.1836596616852,1.18943530933435
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,5,0,TRUE,1.10564171463751,1.03845095880498
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,19,0,TRUE,1.04695137726035,0.85929964405045
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,12,0,TRUE,1.02886348484207,0.974320874996425
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,2.24561063071799,1.16730589351082
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,2.34456861732118,1.17697717344345
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,38,0,TRUE,1.41286130804855,0.975118211492619
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,15,0,TRUE,1.42196996496782,1.00368834923396
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,10,0,TRUE,1.09219829188386,1.01744453627315
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,10,0,TRUE,1.01786392316989,0.965988058118567
35,"2025-01-04","2025-01-04",1,1,1,1,1,1,8,0,TRUE,1.06728178358467,1.11201470233365
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,2.31647919420416,1.29824945597803
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,2.30852711662555,1.32217232623854
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,1.17116610237275,1.25529083503242
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,1.07710738199293,1.12707082508899
40,"2025-01-09","2025-01-09",1,1,1,1,1,1,4,0,TRUE,1.05435601661773,1.07224954934516
41,"2025-01-10","2025-01-10",1,1,1,1,1,1,12,0,TRUE,1.09472338646152,0.95192644308737
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,57,0,TRUE,0.928901274144978,0.776992525339527
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,2.29687314157509,1.09145429270798
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,2.35245680552525,1.18444458137247
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,15,0,TRUE,1.02059348658769,0.992196264709744
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,2.15708830634655,1.18452196562542
47,"2025-01-16","2025-01-16",1,1,1,1,1,1,3,0,TRUE,1.31668413343478,1.12004882547987
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,11,0,TRUE,1.03517827668017,1.01120449813886
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,17,0,TRUE,1.00939712617948,0.993867642033463
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,2.27536548633522,1.24683338007985
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,2.39058405998179,1.34171822898049
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,2,0,TRUE,1.2282955122863,1.28992883533688
53,"2025-01-22","2025-01-22",1,1,1,1,1,1,7,1,TRUE,1.09063396941444,1.22812251868153
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,6,0,TRUE,1.22034929364111,1.23692127548362
55,"2025-01-24","2025-01-24",1,1,0,1,0,1,0,0,TRUE,1.29662860678728,1.24261154627048
56,"2025-01-25","2025-01-25",1,1,1,1,1,1,16,0,TRUE,1.01425987123305,1.06034293654975
57,"2025-01-26","2025-01-26",1,0,0,0,0,0,0,0,FALSE,2.34555451498055,1.25715256602914
58,"2025-01-27","2025-01-27",1,0,0,0,0,0,0,0,FALSE,2.60007416960342,1.34665109174113
59,"2025-01-28","2025-01-28",1,0,0,0,0,0,0,0,FALSE,2.31154896793896,1.30732267395359
60,"2025-01-29","2025-01-29",1,1,1,1,1,1,10,0,TRUE,1.08390350762943,1.10650053481814
61,"2025-01-30","2025-01-30",1,1,1,1,1,1,9,0,TRUE,1.11982696731556,1.08403549565395
62,"2025-01-31","2025-01-31",1,1,1,1,1,1,3,0,TRUE,1.20453155954227,1.1894116643541
63,"2025-02-01","2025-02-01",1,1,1,1,1,1,4,0,TRUE,1.06156313713938,1.28939391894753
64,"2025-02-02","2025-02-02",1,0,0,0,0,0,0,0,FALSE,2.33716066783367,1.44928186848079
65,"2025-02-03","2025-02-03",1,0,0,0,0,0,0,0,FALSE,2.81742072797612,1.49510552115056
66,"2025-02-04","2025-02-04",1,0,0,0,0,0,0,0,FALSE,2.51439284240881,1.48610408132847
67,"2025-02-05","2025-02-05",1,1,1,1,1,1,1,0,TRUE,1.60760260322686,1.43496640128001
68,"2025-02-06","2025-02-06",1,1,1,1,1,1,3,0,TRUE,1.50083335794289,1.3220412479719
