"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",26614,39213,32633,47744
"Dungeness_Kept","Expected_Catch",44810,67106,49999,93514
"Dungeness_Kept","Predictive_Catch",NA,67112,50014,93507
