"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.318), 0.300)",1.37912974278033,0.423224974527781,1.32451920961394,0.0310645302276308,1.32385937936137,1.26536898226067,1.38527002397397,0.927,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0812141956389312,0.421651597827603,0.0939589908678865,-0.735898260567641,0.826952446909451,0.057,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.232783735146349,0.435724185799643,-0.297843422566208,-0.892653392537857,0.69189064903522,0.026,TRUE
"B1","normal(0, 1.0)",0,1,0.47440269841692,0.16414079762862,0.473836288907589,0.153979365154524,0.79642328513475,0.836,FALSE
"B2","normal(0, 1.0)",0,1,0.0587774669774347,0.53325086800442,0.033196245311109,-0.928247423686236,1.1519728757276,0.467,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.0913733424786,0.942229304192162,3.06076402910916,1.07510750039559,5.27446096462837,0.529,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.131374608324196,0.971198865273228,0.287980502985519,-2.43632164818621,1.88273658843387,0.514,FALSE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.235534608018471,0.194363282988719,0.194295895425118,0.0099425629844794,0.723520605240726,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.146044991655587,0.0999375200559148,0.122186545456647,0.0215155296444688,0.403064458435434,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.562187365231366,0.064809733735895,0.558012675593875,0.447407064817955,0.699186533944827,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.773886655256198,0.0380307614098647,0.773185210907609,0.70024009736783,0.849994413379754,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.15743814639831,1.53222131535928,0.701937690985913,0.0320002565709853,5.29347663818296,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.10352806621023,1.22759175826762,0.692847504221464,0.0396621201523518,4.48786357648175,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.200514891295887,0.0847793274901695,-0.200783956342419,-0.367303235800899,-0.029105561653106,0.915,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.49227775321021,2.40699446644306,3.98853351694746,1.47286411217883,10.7251626461934,0.004,TRUE
